ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
524892923,1.0,30OCT57,42.0,3.0,13.0,58797.0,Yes,0.0,z_No,0,PhD,Blue Collar,5.0,Commercial,19980.0,4.0,Van,yes,1310.0,2,No,4.0,99.3,23.0,0,Highly Urban/ Urban
895147164,1.0,13FEB57,42.0,2.0,10.0,32526.0,No,165588.0,Yes,1,High School,Clerical,38.0,Private,20150.0,1.0,Pickup,no,0.0,0,No,0.0,98.88,5.0,0,Highly Urban/ Urban
989577620,1.0,29AUG55,44.0,2.0,14.0,13587.0,No,130260.0,Yes,1,High School,Home Maker,43.0,Private,7260.0,6.0,Sports Car,no,0.0,0,No,0.0,105.46,6.0,0,Highly Rural/ Rural
116202466,0.0,18NOV52,46.0,0.0,13.0,68185.2,No,140734.0,Yes,0,High School,Blue Collar,50.0,Commercial,11700.0,1.0,Pickup,yes,0.0,0,No,0.0,86.1,9.8,0,Highly Rural/ Rural
272494372,3.0,07DEC54,44.0,3.0,12.0,24197.0,Yes,0.0,z_No,1,High School,Blue Collar,44.0,Commercial,3920.0,1.0,Sports Car,no,0.0,0,No,2.0,110.02,7.0,0,Highly Rural/ Rural
17347314,0.0,05FEB62,37.0,1.0,7.0,111183.0,Yes,314817.0,z_No,1,Bachelor,Professional,67.0,Private,12420.0,10.0,Sports Car,no,0.0,0,No,0.0,105.36,8.0,0,Highly Urban/ Urban
981121505,0.0,08DEC53,45.0,0.0,14.0,65466.0,No,212677.0,Yes,0,High School,Blue Collar,24.0,Commercial,7080.0,3.0,Pickup,no,0.0,0,No,2.0,93.09,1.0,0,Highly Urban/ Urban
1900527,0.0,11MAY51,48.0,0.0,14.0,48866.0,No,185826.0,Yes,1,Bachelor,Professional,36.0,Private,26400.0,3.0,Pickup,no,0.0,0,No,0.0,94.98,8.0,0,Highly Urban/ Urban
837151081,0.0,04JUN27,72.0,0.0,16.0,63890.0,No,256797.0,Yes,1,Masters,Lawyer,41.0,Private,9100.0,7.0,Sports Car,no,4448.0,3,No,0.0,917.0,6.0,1,Highly Urban/ Urban
552457945,0.0,04JUL47,52.0,0.0,14.0,207687.0,No,510742.0,Yes,0,Masters,Professional,26.0,Commercial,35160.0,1.0,Panel Truck,no,0.0,0,No,0.0,96.45,16.0,0,Highly Urban/ Urban
646710804,0.0,01FEB51,48.0,0.0,8.0,43075.0,No,175858.0,Yes,1,High School,Manager,52.0,Private,13970.0,4.0,SUV,no,5878.0,2,No,3.0,101.93,11.0,0,Highly Urban/ Urban
974496106,0.0,18AUG59,40.0,0.0,9.0,5253.0,No,77463.0,z_No,1,High School,Student,23.0,Commercial,23600.0,4.0,Pickup,no,0.0,0,No,0.0,9162.0,1.0,1,Highly Urban/ Urban
753512533,0.0,25JAN50,49.0,0.0,9.0,90658.0,No,276028.0,z_No,1,Bachelor,Blue Collar,7.0,Commercial,12350.0,13.0,Minivan,no,0.0,0,No,0.0,105.19,7.0,0,Highly Urban/ Urban
99626436,0.0,10AUG37,62.0,0.0,15.0,37018.0,No,0.0,z_No,1,Bachelor,Professional,60.0,Private,5200.0,4.0,Sports Car,no,0.0,0,No,0.0,120.76,3.8,0,Highly Urban/ Urban
675974391,0.0,25JUL54,45.0,0.0,13.0,32722.0,No,72896.0,Yes,1,High School,Clerical,49.0,Private,4770.0,10.0,Sports Car,no,0.0,0,No,1.0,109.87,6.0,0,Highly Urban/ Urban
275306071,0.0,20APR67,32.0,3.0,8.0,35127.0,Yes,193566.0,z_No,1,Bachelor,Clerical,43.0,Private,7080.0,4.0,Sports Car,no,0.0,0,No,0.0,3829.0,11.0,1,Highly Urban/ Urban
82094250,0.0,25AUG57,42.0,0.0,9.0,54178.0,No,176935.0,z_No,1,High School,Blue Collar,39.0,Commercial,5700.0,11.0,SUV,no,0.0,0,No,1.0,105.03,8.0,0,Highly Rural/ Rural
380988425,0.0,05JUL66,33.0,0.0,0.0,0.0,No,0.0,z_No,1,High School,Home Maker,31.0,Private,4900.0,4.0,Sports Car,no,1992.0,2,No,1.0,111.72,10.0,0,Highly Urban/ Urban
989066499,1.0,11JUL56,43.0,2.0,16.0,45348.0,No,198638.0,Yes,1,High School,Clerical,16.0,Private,10330.0,1.0,Sports Car,no,0.0,0,No,1.0,106.3,1.0,0,Highly Urban/ Urban
904432751,0.0,07OCT42,57.0,0.0,14.0,200772.0,No,465304.0,z_No,1,PhD,Doctor,27.0,Private,9270.0,1.0,SUV,no,0.0,0,No,0.0,4846.0,4.6,1,Highly Urban/ Urban
560287212,0.0,29JUN77,22.0,0.0,12.2,36821.0,No,193948.0,z_No,1,Masters,Blue Collar,23.0,Private,29390.0,6.0,Pickup,no,8502.0,2,No,0.0,93.64,20.0,0,Highly Urban/ Urban
986046134,0.0,05JUN46,53.0,0.0,13.0,108744.0,No,333039.0,Yes,0,Masters,Professional,5.0,Commercial,5430.0,1.0,Pickup,yes,3267.0,1,No,0.0,6409.0,8.2,1,Highly Urban/ Urban
33286578,1.0,25NOV55,43.0,2.0,13.0,45784.0,No,165388.0,Yes,0,High School,Blue Collar,79.0,Commercial,14820.0,7.0,Minivan,no,0.0,0,No,0.0,97.44,6.0,0,Highly Urban/ Urban
958601721,0.0,19NOV51,47.0,0.0,10.0,114507.0,No,0.0,z_No,1,Masters,Lawyer,27.0,Private,6200.0,7.0,SUV,no,900.0,1,No,1.0,117.47,18.0,0,Highly Urban/ Urban
317439005,0.0,01MAY55,44.0,1.0,11.0,48374.0,No,215391.0,Yes,0,High School,Blue Collar,48.0,Commercial,34640.0,1.0,Panel Truck,no,0.0,0,No,0.0,3844.0,8.0,1,Highly Urban/ Urban
435625221,0.0,02APR49,50.0,0.0,11.0,38516.8,No,481028.0,z_No,0,PhD,Blue Collar,12.0,Commercial,8300.0,7.0,Pickup,no,1161.0,2,No,8.0,87.73,20.0,0,Highly Urban/ Urban
827178489,0.0,23JUN51,48.0,0.0,13.0,70682.0,No,263905.0,Yes,1,High School,Blue Collar,25.0,Commercial,13370.0,3.0,Minivan,no,11976.0,2,No,5.0,96.85,1.0,0,Highly Urban/ Urban
499348624,0.0,24JAN57,42.0,0.0,10.0,41401.0,No,51401.0,Yes,1,High School,Home Maker,41.0,Private,7340.0,1.0,Sports Car,no,0.0,0,No,0.0,101.09,9.0,0,Highly Urban/ Urban
194669970,0.0,10NOV48,51.0,0.0,11.4,40862.0,No,0.0,z_No,0,Bachelor,Professional,14.0,Commercial,30800.0,14.0,Panel Truck,no,3919.0,3,No,4.0,104.5,11.0,0,Highly Urban/ Urban
741358574,0.0,24MAR67,32.0,1.0,8.0,63720.0,Yes,0.0,z_No,0,Bachelor,Professional,21.0,Commercial,18010.0,3.0,Van,yes,39833.0,2,Yes,6.0,95.15,9.0,0,Highly Urban/ Urban
348128429,0.0,10NOV49,50.0,0.0,14.0,30795.0,No,174778.0,Yes,0,High School,Clerical,53.0,Commercial,8920.0,6.0,Pickup,yes,0.0,0,No,0.0,98.67,1.0,0,Highly Rural/ Rural
317842701,0.0,25JUN47,52.0,0.0,12.0,188148.0,No,0.0,z_No,1,PhD,Lawyer,19.0,Private,6700.0,4.0,Sports Car,no,0.0,0,No,0.0,115.52,11.0,0,Highly Urban/ Urban
969347793,0.0,22FEB58,41.0,0.0,10.0,19816.0,No,142622.0,Yes,0,High School,Clerical,37.0,Private,11590.0,6.0,Minivan,no,0.0,0,No,0.0,101.7,5.0,0,Highly Rural/ Rural
729507050,0.0,05JUN60,39.0,0.0,5.0,123064.0,No,306644.0,z_No,1,High School,Blue Collar,7.0,Commercial,5400.0,1.0,SUV,no,0.0,0,No,2.0,112.52,10.0,0,Highly Rural/ Rural
590272679,0.0,06MAR72,27.0,0.0,8.0,97821.4,No,0.0,z_No,1,High School,Blue Collar,35.0,Commercial,24340.0,1.0,Pickup,no,4599.0,1,No,2.0,2595.0,4.0,1,Highly Urban/ Urban
469933313,0.0,21APR46,53.0,0.0,12.0,48587.0,No,0.0,z_No,0,High School,Blue Collar,61.0,Commercial,19300.0,6.0,Van,no,4390.0,3,No,3.0,5951.0,6.0,1,Highly Urban/ Urban
631474711,0.0,22JAN51,48.0,0.0,10.0,27208.0,No,0.0,z_No,1,High School,Student,64.0,Private,10150.0,6.0,SUV,no,18535.0,1,No,3.0,108.3,7.0,0,Highly Urban/ Urban
363479465,0.0,01AUG47,52.0,0.0,13.0,152004.0,No,406183.0,Yes,1,Masters,Lawyer,29.0,Private,6700.0,11.0,SUV,no,0.0,0,No,0.0,120.67,1.0,0,Highly Rural/ Rural
482073984,0.0,20OCT61,38.0,0.0,10.0,106267.0,No,0.0,z_No,0,Bachelor,Professional,37.0,Private,14810.0,1.0,Minivan,yes,0.0,0,No,0.0,97.3,8.6,0,Highly Urban/ Urban
640048389,0.0,18FEB46,53.0,0.0,14.0,47625.0,No,161743.0,Yes,0,High School,Blue Collar,53.0,Private,15780.0,9.0,Minivan,no,8386.0,1,No,4.0,98.73,6.0,0,Highly Urban/ Urban
974496106,0.0,18AUG59,40.0,0.0,9.0,5253.0,No,77463.0,z_No,1,High School,Student,23.0,Commercial,8140.0,18.0,Sports Car,no,0.0,0,No,3.0,105.18,1.0,0,Highly Urban/ Urban
494552963,0.0,13AUG50,49.0,0.0,7.0,173242.0,No,420092.0,Yes,1,PhD,Manager,40.0,Private,6400.0,10.0,SUV,no,0.0,0,Yes,0.0,115.94,20.0,0,Highly Urban/ Urban
992666577,0.0,04JAN40,59.0,0.0,0.0,0.0,No,0.0,z_No,0,Bachelor,Home Maker,42.0,Commercial,30430.0,6.0,Panel Truck,no,1511.0,1,No,0.0,107.97,9.0,0,Highly Urban/ Urban
756075815,0.0,03JUN65,34.0,1.0,14.0,5017.0,No,0.0,Yes,1,High School,Home Maker,76.0,Private,8220.0,4.0,SUV,no,0.0,0,No,1.0,105.72,9.0,0,Highly Rural/ Rural
52463713,0.0,20MAY47,52.0,0.0,12.0,78609.0,No,281358.0,z_No,0,Bachelor,Professional,37.0,Private,18910.0,1.0,Van,yes,0.0,0,No,0.0,98.49,11.0,0,Highly Rural/ Rural
925791877,0.0,12MAR64,35.0,0.0,11.0,85430.0,No,0.0,z_No,1,Bachelor,Blue Collar,14.0,Commercial,13540.0,1.0,SUV,no,8062.0,2,No,2.0,22134.0,1.0,1,Highly Urban/ Urban
484650249,0.0,03SEP53,46.0,0.0,13.0,161372.0,No,0.0,z_No,1,Masters,Lawyer,36.0,Private,22240.0,6.0,SUV,no,6724.0,2,No,4.0,108.07,9.0,0,Highly Urban/ Urban
318742437,0.0,19SEP43,56.0,0.0,15.0,134166.0,No,324905.0,Yes,1,Masters,Manager,45.0,Private,20520.0,6.0,Minivan,no,0.0,0,No,0.0,100.97,12.0,0,Highly Urban/ Urban
653931565,0.0,02MAR51,48.0,0.0,11.0,81084.0,No,0.0,z_No,1,Bachelor,Professional,42.0,Private,27360.0,1.0,Sports Car,no,2860.0,1,No,4.0,60838.0,9.0,1,Highly Urban/ Urban
389457553,0.0,04JUN63,36.0,0.0,12.0,204373.0,No,76233.8,Yes,0,PhD,Lawyer,20.0,Commercial,5100.0,6.0,Pickup,no,3423.0,3,No,0.0,2705.0,20.0,1,Highly Urban/ Urban
568406779,0.0,01APR69,30.0,3.0,14.0,40889.0,No,147629.0,Yes,1,High School,Clerical,28.0,Private,29990.0,3.0,Minivan,no,0.0,0,No,0.0,103.08,1.0,0,Highly Rural/ Rural
779705246,3.0,25AUG37,62.0,3.0,16.0,33995.0,No,136008.0,Yes,0,High School,Blue Collar,42.0,Private,7700.0,4.0,SUV,yes,8002.0,3,No,4.0,16840.0,1.0,1,Highly Urban/ Urban
606191446,0.0,23FEB49,50.0,0.0,11.0,113845.0,No,0.0,z_No,0,High School,Clerical,18.0,Private,12880.0,1.0,Minivan,yes,0.0,0,No,1.0,107.32,1.0,0,Highly Urban/ Urban
981096209,0.0,08SEP44,55.0,0.0,10.0,39405.0,No,161357.0,Yes,0,Masters,Blue Collar,28.0,Commercial,10940.0,1.0,Pickup,yes,0.0,0,Yes,1.0,4423.0,14.0,1,Highly Urban/ Urban
664499270,0.0,10JAN47,52.0,0.0,11.0,5109.0,No,0.0,z_No,1,High School,Home Maker,5.0,Private,2010.0,6.0,Sports Car,no,0.0,0,No,0.0,120.48,3.0,0,Highly Rural/ Rural
82554930,0.0,03AUG40,59.0,0.0,12.0,155410.0,No,422815.0,Yes,0,Bachelor,Manager,40.0,Commercial,33330.0,7.0,Panel Truck,yes,4765.0,3,No,4.0,5363.0,10.0,1,Highly Urban/ Urban
814507540,0.0,23AUG66,33.0,3.0,7.0,82142.2,No,147326.0,Yes,1,High School,Blue Collar,38.0,Private,22520.0,5.0,Minivan,no,3075.0,1,No,6.0,101.68,1.0,0,Highly Urban/ Urban
891109608,0.0,12APR53,46.0,0.0,13.0,57933.0,No,202659.0,z_No,1,Masters,Lawyer,7.0,Private,16620.0,1.0,SUV,no,0.0,0,No,0.0,9893.0,9.4,1,Highly Urban/ Urban
18911750,0.0,26AUG53,46.0,0.0,12.0,9537.0,No,113805.0,Yes,1,Masters,Home Maker,18.0,Private,10760.0,1.0,Minivan,no,5624.0,3,No,3.0,104.57,13.0,0,Highly Urban/ Urban
221782023,0.0,02NOV75,24.0,1.0,12.0,94566.0,Yes,239142.0,z_No,1,Masters,Lawyer,34.0,Private,3900.0,1.0,SUV,no,0.0,0,No,2.0,5495.0,16.0,1,Highly Urban/ Urban
772511257,0.0,10APR44,55.0,0.0,13.0,62438.8,No,315515.0,z_No,1,PhD,Home Maker,5.0,Private,21270.0,6.0,Sports Car,no,2622.0,1,No,2.0,5386.0,20.0,1,Highly Urban/ Urban
344149788,0.0,05DEC50,48.0,0.0,11.0,26875.0,No,0.0,z_No,0,High School,Clerical,18.0,Commercial,10450.0,1.0,Pickup,no,3830.0,1,No,8.0,4194.0,6.0,1,Highly Urban/ Urban
634070423,1.0,27APR57,42.0,3.0,11.0,99269.0,Yes,306012.0,z_No,0,Bachelor,Professional,34.0,Commercial,25910.0,7.0,Panel Truck,yes,45894.0,2,Yes,1.0,5061.0,10.0,1,Highly Urban/ Urban
642975749,0.0,31JAN49,50.0,0.0,11.0,102262.0,No,0.0,z_No,0,High School,Blue Collar,39.0,Commercial,16730.0,14.0,Van,yes,0.0,0,No,0.0,93.42,8.0,0,Highly Rural/ Rural
542062164,0.0,26JAN66,33.0,1.0,10.0,39584.0,Yes,149663.6,z_No,1,Bachelor,Blue Collar,40.0,Commercial,10260.0,14.0,SUV,no,0.0,0,No,0.0,109.52,4.0,0,Highly Urban/ Urban
834666908,0.0,24FEB43,56.0,0.0,12.0,95259.0,No,320094.0,Yes,1,Bachelor,Blue Collar,25.0,Commercial,11030.0,4.0,Minivan,no,0.0,0,No,0.0,104.52,1.0,0,Highly Urban/ Urban
319910320,0.0,12JAN50,49.0,0.0,8.0,76399.0,No,225768.0,Yes,0,High School,Blue Collar,44.0,Commercial,14040.0,7.0,Minivan,no,32239.0,2,Yes,5.0,91.73,1.0,0,Highly Urban/ Urban
270119970,0.0,28JUN46,53.0,0.0,2.0,13753.0,No,0.0,z_No,1,High School,Home Maker,49.0,Private,2880.0,4.0,Sports Car,no,0.0,0,No,1.0,122.31,5.6,0,Highly Rural/ Rural
752309500,0.0,17JUL47,52.0,0.0,14.0,57134.0,No,176460.6,Yes,0,High School,Professional,41.0,Commercial,8430.0,4.0,Pickup,yes,0.0,0,No,2.0,88.89,8.0,0,Highly Urban/ Urban
180660768,0.0,21JAN39,60.0,0.0,11.0,54952.0,No,290875.0,z_No,0,Masters,Blue Collar,44.0,Commercial,22780.0,4.0,Panel Truck,yes,8400.0,1,No,0.0,5190.0,22.0,1,Highly Urban/ Urban
494349872,0.0,03FEB50,49.0,0.0,9.0,60368.0,No,170643.0,Yes,0,Bachelor,Manager,16.0,Private,6400.0,4.0,Pickup,no,0.0,0,No,0.0,111.17,4.0,0,Highly Urban/ Urban
580228287,0.0,06MAY78,21.0,1.0,8.0,18483.0,Yes,0.0,z_No,1,High School,Clerical,20.0,Private,8150.0,1.0,Sports Car,no,7781.0,2,No,3.0,3038.0,1.0,1,Highly Urban/ Urban
918437912,0.0,16JUL49,50.0,0.0,9.0,58628.0,No,0.0,z_No,0,Masters,Lawyer,14.0,Private,12360.0,1.0,Minivan,yes,0.0,0,No,0.0,1030.0,15.0,1,Highly Urban/ Urban
900527776,0.0,24APR69,30.0,4.0,14.0,53140.0,No,148736.4,Yes,1,Bachelor,Clerical,16.0,Private,6810.0,9.0,SUV,no,36267.0,1,No,0.0,107.8,13.0,0,Highly Urban/ Urban
97903138,0.0,19MAY63,36.0,2.0,14.0,80765.0,No,191252.0,Yes,0,Masters,Lawyer,29.0,Private,13840.0,3.0,Minivan,yes,0.0,0,No,1.0,95.58,9.0,0,Highly Urban/ Urban
379632558,0.0,09JUL69,30.0,0.0,12.0,80872.0,No,285859.0,Yes,0,Bachelor,Professional,27.0,Private,29580.0,10.0,Minivan,yes,0.0,0,No,0.0,101.89,7.0,0,Highly Rural/ Rural
523858256,0.0,27JAN46,53.0,0.0,0.0,0.0,No,105085.0,Yes,0,Masters,Home Maker,31.0,Private,6800.0,11.0,Pickup,yes,0.0,0,No,0.0,106.77,14.0,0,Highly Urban/ Urban
11634102,0.0,23SEP50,49.0,0.0,2.0,81280.0,No,241420.0,Yes,0,Bachelor,Professional,24.0,Private,14530.0,1.0,Minivan,no,0.0,0,No,0.0,107.99,6.0,0,Highly Urban/ Urban
112544942,0.0,07NOV37,62.0,0.0,15.0,39953.0,No,181434.0,Yes,0,PhD,Doctor,5.0,Private,14740.0,1.0,SUV,yes,8006.0,2,No,0.0,112.84,1.0,0,Highly Urban/ Urban
774052555,1.0,25DEC60,38.0,2.0,13.0,38317.0,No,125157.0,Yes,1,PhD,Doctor,44.0,Private,1500.0,1.0,Sports Car,no,2896.0,1,No,8.0,101.34,8.0,0,Highly Urban/ Urban
468564989,0.0,17APR40,59.0,0.0,11.0,8213.0,No,0.0,z_No,1,High School,Home Maker,61.0,Private,8840.0,6.0,SUV,no,2479.0,3,No,6.0,5109.0,5.0,1,Highly Urban/ Urban
126375450,0.0,20AUG46,53.0,0.0,11.0,70026.0,No,0.0,z_No,1,Masters,Lawyer,39.0,Private,18780.0,10.0,Pickup,no,0.0,0,No,0.0,98.99,11.0,0,Highly Urban/ Urban
296960793,0.0,13MAY53,46.0,0.0,13.0,49838.0,No,159152.0,Yes,0,High School,Clerical,15.0,Private,11080.0,6.0,Minivan,yes,0.0,0,No,0.0,97.1,9.0,0,Highly Urban/ Urban
734467603,0.0,19MAR69,30.0,3.0,11.0,75891.0,No,222952.0,Yes,0,Masters,Professional,33.0,Commercial,4500.0,4.0,Pickup,no,3919.0,1,No,1.0,2424.0,20.0,1,Highly Urban/ Urban
247424045,2.0,27MAR57,42.0,2.0,17.0,69465.0,No,200108.0,Yes,0,Bachelor,Blue Collar,35.0,Commercial,15770.0,1.0,Minivan,yes,0.0,0,No,0.0,96.33,6.0,0,Highly Rural/ Rural
377628766,0.0,17SEP50,49.0,0.0,8.0,71950.4,No,0.0,z_No,0,Masters,Lawyer,26.0,Private,12910.0,4.0,Minivan,no,0.0,0,No,0.0,100.48,17.0,0,Highly Urban/ Urban
134738919,0.0,30MAR42,57.0,0.0,12.0,104257.0,No,49281.6,Yes,1,PhD,Doctor,32.0,Private,7650.0,4.0,SUV,no,0.0,0,Yes,0.0,105.28,8.0,0,Highly Urban/ Urban
251827434,0.0,05SEP53,46.0,0.0,0.0,0.0,No,0.0,z_No,1,High School,Student,23.0,Commercial,10080.0,1.0,SUV,no,0.0,0,No,0.0,111.82,10.0,0,Highly Rural/ Rural
57808809,0.0,03AUG56,43.0,4.0,11.0,69651.0,No,272225.0,Yes,0,High School,Blue Collar,50.0,Commercial,19210.0,10.0,Van,yes,0.0,0,No,0.0,92.98,7.0,0,Highly Urban/ Urban
938382235,0.0,02AUG49,50.0,0.0,12.0,92237.0,No,0.0,z_No,0,Bachelor,Blue Collar,56.0,Commercial,15720.0,13.0,Minivan,yes,0.0,0,No,3.0,97.57,11.0,0,Highly Rural/ Rural
315755344,1.0,03MAY57,42.0,1.0,9.0,61995.0,Yes,0.0,z_No,1,Bachelor,Professional,52.0,Private,36080.0,1.0,Minivan,no,0.0,0,No,3.0,27496.0,8.0,1,Highly Urban/ Urban
600749165,0.0,17SEP57,42.0,0.0,7.0,178453.0,No,450858.0,Yes,1,Masters,Lawyer,29.0,Private,24790.0,6.0,SUV,no,0.0,0,No,1.0,108.37,17.0,0,Highly Urban/ Urban
233252730,0.0,11MAY51,48.0,0.0,8.0,134140.0,No,0.0,z_No,0,PhD,Manager,34.0,Commercial,30240.0,1.0,Panel Truck,no,7478.0,2,No,6.0,93.57,13.0,0,Highly Urban/ Urban
109627178,1.0,07MAR61,38.0,2.0,11.0,22938.0,Yes,0.0,z_No,1,High School,Clerical,38.0,Private,14170.0,4.0,SUV,no,9785.0,2,No,0.0,5862.0,1.0,1,Highly Rural/ Rural
156186403,0.0,13DEC45,53.0,0.0,13.0,39788.2,No,499433.0,Yes,0,PhD,Doctor,26.0,Private,14610.0,6.0,Minivan,no,0.0,0,No,0.0,104.5,5.0,0,Highly Urban/ Urban
73630929,0.0,09AUG43,56.0,0.0,9.0,29401.0,No,195993.0,Yes,1,High School,Clerical,43.0,Private,18350.0,14.0,SUV,no,0.0,0,No,0.0,105.75,6.0,0,Highly Rural/ Rural
365565054,0.0,06JAN48,51.0,0.0,4.0,72453.0,No,0.0,z_No,1,PhD,Doctor,52.0,Private,13850.0,1.0,SUV,no,2847.0,4,No,7.0,109.27,15.0,0,Highly Urban/ Urban
420707558,0.0,04MAY56,43.0,0.0,10.0,56362.6,No,0.0,z_No,1,High School,Clerical,50.0,Private,14080.0,4.0,Minivan,no,0.0,0,No,0.0,109.25,1.0,0,Highly Rural/ Rural
314006147,0.0,19JUL47,52.0,0.0,10.0,47417.0,No,229556.0,z_No,0,Masters,Lawyer,61.0,Private,8840.0,10.0,Minivan,no,0.0,0,No,0.0,100.06,13.0,0,Highly Urban/ Urban
860143895,0.0,03JUN57,42.0,0.0,12.0,91845.0,No,261848.0,Yes,1,Masters,Professional,41.0,Private,33490.0,11.0,SUV,no,0.0,0,No,0.0,105.26,19.0,0,Highly Urban/ Urban
166073270,0.0,28OCT67,32.0,0.0,10.0,16118.0,No,0.0,z_No,1,High School,Blue Collar,44.0,Private,6380.0,1.0,SUV,no,7223.0,1,No,4.0,3960.0,1.0,1,Highly Urban/ Urban
324060462,0.0,18DEC56,42.0,0.0,13.0,172119.0,No,429985.0,Yes,0,PhD,Manager,26.0,Commercial,7580.0,16.0,Pickup,no,0.0,0,No,0.0,91.94,12.0,0,Highly Urban/ Urban
600385688,0.0,27JUL72,27.0,3.0,15.0,52335.0,No,187295.0,Yes,0,Bachelor,Clerical,24.0,Private,9430.0,18.0,Minivan,no,0.0,0,No,0.0,100.87,7.0,0,Highly Urban/ Urban
329152754,0.0,25JUL61,38.0,2.0,10.0,40180.0,No,164346.0,Yes,1,Masters,Home Maker,23.0,Private,3320.0,1.0,Sports Car,no,0.0,0,No,0.0,116.41,2.0,0,Highly Rural/ Rural
676425834,0.0,02JUN53,46.0,0.0,11.0,89657.0,No,267839.0,z_No,1,Bachelor,Professional,39.0,Private,11070.0,1.0,SUV,no,0.0,0,No,1.0,107.22,10.0,0,Highly Urban/ Urban
320781931,1.0,21MAR61,38.0,1.0,14.0,39338.0,Yes,0.0,z_No,0,High School,Blue Collar,28.0,Commercial,9230.0,4.0,Minivan,no,0.0,0,No,0.0,99.82,1.0,0,Highly Rural/ Rural
427138852,1.0,15OCT58,41.0,1.0,0.0,0.0,No,132571.0,Yes,1,Masters,Home Maker,21.0,Private,5600.0,16.0,Sports Car,no,4263.0,3,No,0.0,117.95,17.0,0,Highly Urban/ Urban
515799393,0.0,29APR58,41.0,0.0,10.0,50331.0,No,0.0,z_No,1,Bachelor,Blue Collar,23.0,Commercial,18870.0,4.0,Pickup,no,5581.0,2,No,7.0,1226.0,1.0,1,Highly Urban/ Urban
826840501,0.0,19MAR57,42.0,1.0,6.0,68984.0,Yes,219684.0,z_No,0,High School,Professional,46.0,Private,1500.0,6.0,Minivan,yes,0.0,0,Yes,4.0,113.82,5.0,0,Highly Urban/ Urban
278472793,2.0,09FEB62,37.0,2.0,5.0,60058.6,No,235987.0,Yes,0,Bachelor,Clerical,50.0,Private,11270.0,1.0,Minivan,yes,0.0,0,No,3.0,2471.0,1.0,1,Highly Urban/ Urban
153574010,0.0,15DEC72,26.0,3.0,13.0,14822.0,Yes,69881.6,z_No,1,High School,Clerical,5.0,Private,8830.0,10.0,Sports Car,no,7486.0,3,No,9.0,3435.0,1.0,1,Highly Urban/ Urban
169535646,0.0,28DEC51,47.0,0.0,0.0,0.0,No,56266.0,Yes,1,Bachelor,Home Maker,32.0,Private,6200.0,1.0,SUV,no,0.0,0,Yes,0.0,125.58,1.0,0,Highly Urban/ Urban
105282377,0.0,04AUG55,44.0,0.0,9.0,70914.0,No,0.0,z_No,1,Bachelor,Blue Collar,69.0,Commercial,5900.0,7.0,SUV,no,0.0,0,No,0.0,113.32,9.0,0,Highly Rural/ Rural
917624270,0.0,10AUG44,55.0,0.0,13.0,28196.0,No,147611.0,z_No,1,High School,Clerical,27.0,Private,16340.0,6.0,Minivan,no,0.0,0,No,0.0,104.29,6.0,0,Highly Rural/ Rural
807685357,0.0,18JUL60,39.0,0.0,10.0,198320.0,No,494094.0,Yes,0,High School,Blue Collar,20.0,Private,38910.0,6.0,Minivan,yes,0.0,0,No,1.0,99.56,1.0,0,Highly Urban/ Urban
150742638,0.0,29OCT43,56.0,0.0,6.0,105636.4,No,242441.0,Yes,1,Masters,Lawyer,13.0,Private,29040.0,4.0,Minivan,no,0.0,0,No,0.0,107.42,14.0,0,Highly Urban/ Urban
688412739,0.0,10APR51,48.0,0.0,13.0,78966.0,No,0.0,z_No,1,Bachelor,Professional,39.0,Private,21420.0,6.0,Sports Car,no,0.0,0,No,3.0,103.85,8.0,0,Highly Urban/ Urban
808457403,0.0,29APR54,45.0,0.0,7.0,155990.0,No,405671.0,Yes,1,Masters,Lawyer,30.0,Private,6000.0,4.0,SUV,no,0.0,0,No,0.0,116.67,11.0,0,Highly Urban/ Urban
489425187,0.0,22MAY49,50.0,0.0,14.0,5041.0,No,85437.0,z_No,1,Masters,Home Maker,5.0,Commercial,13620.0,10.0,Pickup,no,0.0,0,No,0.0,103.38,15.0,0,Highly Urban/ Urban
124071503,0.0,23FEB43,56.0,0.0,11.6,84186.0,No,266968.0,Yes,0,Masters,Manager,45.0,Private,15520.0,7.0,Minivan,no,0.0,0,No,0.0,96.8,19.0,0,Highly Urban/ Urban
93519245,0.0,07APR48,51.0,0.0,13.0,51513.0,No,0.0,z_No,0,Masters,Lawyer,42.0,Private,6650.0,4.0,Minivan,no,33388.0,2,Yes,4.0,2838.0,17.0,1,Highly Urban/ Urban
75194867,0.0,13SEP63,36.0,0.0,0.0,0.0,No,68436.0,z_No,1,PhD,Home Maker,62.0,Private,2680.0,6.0,Sports Car,no,0.0,0,No,0.0,4402.0,21.0,1,Highly Urban/ Urban
825126475,0.0,26NOV67,31.0,1.0,8.0,2177.0,Yes,0.0,z_No,0,High School,Student,24.0,Private,13150.0,4.0,Minivan,yes,0.0,0,No,0.0,103.56,1.0,0,Highly Urban/ Urban
