index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
1019,27.0,62.0,500.0,1293.0,Masters,Single Vehicle Collision,Total Loss,Police,12.0,1.0,0.0,1.0,3000.0,0,8.0,40.0,Full
1020,119.0,41.0,1000.0,1333.0,Bachelor,Vehicle Theft,Minor Loss,Other,23.0,1.0,0.0,0.0,5000.0,0,12.0,25.0,Full
1021,41.0,30.0,1000.0,1099.0,PhD,Parked Car,Minor Loss,None,9.0,1.0,1.0,1.0,5000.0,0,0.0,13.0,Full
1022,93.0,39.0,500.0,1555.0,High School,Single Vehicle Collision,Minor Loss,Police,5.0,1.0,1.0,1.0,4000.0,0,20.0,18.0,Full
1023,9.0,49.0,500.0,969.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,16.0,1.0,0.0,1.0,4000.0,0,18.0,32.0,Full
1024,88.0,35.0,500.0,1325.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,6.0,1.0,0.0,1.0,1000.0,0,12.0,14.0,Full
1025,14.0,33.0,2000.0,1349.0,NA,Multi-vehicle Collision,Total Loss,None,1.0,3.0,0.0,1.0,4000.0,0,0.0,17.0,Full
1026,21.0,27.0,500.0,854.0,NA,Single Vehicle Collision,Minor Loss,Other,6.0,1.0,1.0,0.0,7000.0,0,7.0,10.0,Full
1027,14.0,41.0,500.0,944.0,Bachelor,Multi-vehicle Collision,Total Loss,Other,10.0,3.0,1.0,0.0,3000.0,0,20.0,21.0,Full
1028,77.0,59.0,500.0,1147.0,MD,Parked Car,Major Loss,None,11.0,1.0,0.0,0.0,5000.0,0,13.0,40.0,Full
1029,22.0,32.0,500.0,1106.0,MD,Single Vehicle Collision,Major Loss,Other,7.0,1.0,1.0,1.0,1000.0,0,3.0,16.0,Full
1030,88.0,37.0,2000.0,1632.0,PhD,Multi-vehicle Collision,Major Loss,Other,15.0,3.0,0.0,1.0,5000.0,0,9.0,18.0,Full
1031,31.0,54.0,500.0,1480.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,7.0,3.0,0.0,1.0,1000.0,0,20.0,33.0,Full
1032,106.0,26.0,2000.0,1084.0,Bachelor,Single Vehicle Collision,Total Loss,Other,0.0,1.0,1.0,1.0,5000.0,0,10.0,4.0,P2
1033,50.0,35.0,500.0,898.0,Bachelor,Single Vehicle Collision,Minor Loss,None,2.0,1.0,0.0,1.0,6000.0,1,0.0,19.0,Full
1034,95.0,50.0,500.0,851.0,PhD,Single Vehicle Collision,Total Loss,Ambulance,10.0,1.0,0.0,1.0,4000.0,0,12.0,32.0,Full
1035,30.0,29.0,2000.0,1274.0,High School,Multi-vehicle Collision,Minor Loss,None,23.0,3.0,1.0,1.0,2000.0,0,5.0,10.0,Full
1036,95.0,57.0,1000.0,881.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,18.0,1.0,1.0,1.0,1000.0,0,2.0,41.0,Full
1037,17.0,39.0,500.0,1560.0,High School,Single Vehicle Collision,Major Loss,Other,6.0,1.0,0.0,1.0,4000.0,1,8.0,22.0,Full
1038,7.0,31.0,1000.0,1610.0,MD,Single Vehicle Collision,Minor Loss,Police,1.0,1.0,1.0,1.0,4000.0,0,11.0,12.0,Full
1039,38.0,36.0,500.0,1614.0,High School,Parked Car,Total Loss,Police,1.0,1.0,1.0,0.0,6000.0,0,0.0,15.0,Full
1040,117.0,64.0,2000.0,1127.0,High School,Single Vehicle Collision,Major Loss,Police,3.0,1.0,0.0,1.0,2000.0,0,11.0,45.0,Full
1041,117.0,29.0,2000.0,1386.0,Masters,Multi-vehicle Collision,Total Loss,Ambulance,5.0,3.0,1.0,0.0,5000.0,0,10.0,10.0,Full
1042,115.0,62.0,500.0,1238.0,High School,Single Vehicle Collision,Minor Loss,None,0.0,1.0,0.0,0.0,3000.0,0,16.0,40.0,Full
1043,22.0,28.0,2000.0,1495.0,Bachelor,Single Vehicle Collision,Total Loss,Other,22.0,1.0,0.0,1.0,5000.0,0,8.0,12.0,Full
1044,74.0,37.0,2000.0,1276.0,Bachelor,Multi-vehicle Collision,Minor Loss,Other,3.0,3.0,0.0,1.0,8000.0,1,11.0,20.0,Full
1045,80.0,28.0,1000.0,1153.0,High School,Single Vehicle Collision,Minor Loss,None,12.0,1.0,1.0,0.0,6000.0,0,15.0,11.0,Full
1046,67.0,42.0,1000.0,1325.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,19.0,1.0,1.0,1.0,3000.0,0,18.0,25.0,Full
1047,101.0,46.0,1000.0,1460.0,Bachelor,Multi-vehicle Collision,Major Loss,Police,8.0,3.0,0.0,0.0,4000.0,0,7.0,30.0,Full
1048,75.0,61.0,500.0,1369.0,High School,Multi-vehicle Collision,Total Loss,Other,20.0,3.0,1.0,0.0,5000.0,0,12.0,43.0,Full
1049,23.0,56.0,1000.0,1256.0,PhD,Multi-vehicle Collision,Total Loss,Ambulance,1.0,3.0,0.0,0.0,8000.0,0,14.0,36.0,Full
1050,50.0,51.0,1000.0,1166.0,Bachelor,Multi-vehicle Collision,Major Loss,Other,12.0,3.0,0.0,0.0,6000.0,0,0.0,32.0,Full
1051,72.0,33.0,1000.0,981.0,Bachelor,Single Vehicle Collision,Major Loss,Police,23.0,1.0,1.0,0.0,1000.0,0,16.0,11.0,Full
1052,111.0,44.0,2000.0,1090.0,Masters,Single Vehicle Collision,Major Loss,Police,14.0,1.0,1.0,0.0,4000.0,0,7.0,25.0,Full
1053,64.0,63.0,2000.0,1653.0,NA,Parked Car,Major Loss,None,11.0,1.0,1.0,0.0,8000.0,0,13.0,45.0,Full
1054,97.0,53.0,2000.0,1052.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,12.0,3.0,0.0,1.0,10000.0,0,9.0,33.0,Full
1055,56.0,57.0,2000.0,1306.0,MD,Multi-vehicle Collision,Minor Loss,None,6.0,4.0,0.0,1.0,4000.0,0,14.0,39.0,Full
1056,73.0,55.0,500.0,1260.0,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,21.0,3.0,1.0,1.0,1000.0,0,15.0,39.0,Full
1057,32.0,40.0,1000.0,1215.0,High School,Single Vehicle Collision,Major Loss,Police,9.0,1.0,1.0,1.0,4000.0,0,4.0,24.0,Full
1058,71.0,29.0,2000.0,1455.0,Masters,Multi-vehicle Collision,Minor Loss,None,5.0,3.0,1.0,1.0,7000.0,0,13.0,9.0,Full
1059,41.0,47.0,1000.0,1524.0,Masters,Single Vehicle Collision,Major Loss,Ambulance,11.0,1.0,1.0,0.0,5000.0,0,17.0,26.0,Full
1060,97.0,61.0,500.0,1251.0,Masters,Multi-vehicle Collision,Total Loss,None,9.0,3.0,1.0,1.0,1000.0,0,4.0,40.0,Full
1061,101.0,47.0,1000.0,1249.0,Masters,Multi-vehicle Collision,Minor Loss,Police,6.0,3.0,0.0,1.0,6000.0,0,15.0,25.0,Full
1062,39.0,47.0,500.0,1671.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,3.0,1.0,1.0,4000.0,0,13.0,31.0,Full
1063,17.0,28.0,500.0,1350.0,High School,Single Vehicle Collision,Total Loss,None,9.0,1.0,1.0,0.0,8000.0,0,20.0,8.0,Full
1064,6.0,58.0,1000.0,1360.0,High School,Multi-vehicle Collision,Major Loss,Ambulance,15.0,3.0,1.0,1.0,2000.0,0,5.0,41.0,Full
1065,23.0,46.0,1000.0,944.0,Bachelor,Multi-vehicle Collision,Major Loss,None,14.0,3.0,1.0,0.0,9000.0,0,3.0,26.0,Full
1066,38.0,61.0,500.0,1104.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,11.0,3.0,0.0,1.0,2000.0,0,6.0,44.0,Full
1067,89.0,54.0,1000.0,1605.0,High School,Single Vehicle Collision,Major Loss,Ambulance,17.0,1.0,1.0,1.0,9000.0,0,5.0,36.0,Full
1068,118.0,33.0,1000.0,1103.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,20.0,3.0,0.0,1.0,6000.0,0,15.0,15.0,Full
1069,37.0,54.0,500.0,1398.0,Bachelor,Vehicle Theft,Major Loss,Ambulance,19.0,1.0,1.0,1.0,8000.0,0,15.0,38.0,Full
1070,52.0,58.0,500.0,925.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,17.0,3.0,1.0,1.0,7000.0,0,13.0,41.0,Full
1071,50.0,54.0,1000.0,1561.0,Masters,Parked Car,Minor Loss,None,9.0,1.0,1.0,0.0,5000.0,0,4.0,37.0,Full
1072,36.0,35.0,2000.0,1195.0,Bachelor,Single Vehicle Collision,Total Loss,None,5.0,1.0,0.0,0.0,4000.0,1,18.0,18.0,Full
1073,66.0,62.0,1000.0,1447.0,Bachelor,Parked Car,Total Loss,None,20.0,1.0,1.0,1.0,8000.0,0,20.0,45.0,Full
1074,79.0,61.0,500.0,1629.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,9.0,1.0,1.0,1.0,8000.0,0,10.0,42.0,Full
1075,6.0,45.0,2000.0,1586.0,MD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,1.0,4000.0,0,13.0,23.0,Full
1076,116.0,59.0,1000.0,1469.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,12.0,4.0,1.0,1.0,2000.0,0,10.0,40.0,Full
1077,62.0,63.0,500.0,962.0,Bachelor,Multi-vehicle Collision,Total Loss,None,14.0,2.0,1.0,0.0,10000.0,0,5.0,41.0,Full
1078,73.0,35.0,1000.0,1661.0,High School,Multi-vehicle Collision,Minor Loss,Other,2.0,2.0,1.0,1.0,8000.0,0,5.0,17.0,Full
1079,38.0,57.0,500.0,962.0,Masters,Multi-vehicle Collision,Major Loss,Police,15.0,3.0,1.0,1.0,4000.0,0,6.0,38.0,Full
1080,42.0,61.0,1000.0,913.0,MD,Multi-vehicle Collision,Total Loss,Ambulance,13.0,3.0,1.0,1.0,2000.0,0,4.0,45.0,Full
1081,100.0,45.0,500.0,1617.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,1.0,3.0,1.0,0.0,6000.0,0,18.0,23.0,Full
1082,68.0,38.0,1000.0,1184.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,0.0,1.0,8000.0,0,17.0,19.0,Full
1083,67.0,37.0,1000.0,1483.0,College,Multi-vehicle Collision,Major Loss,Ambulance,5.0,4.0,0.0,0.0,1000.0,1,9.0,16.0,Full
1084,108.0,38.0,500.0,1543.0,Bachelor,Single Vehicle Collision,Major Loss,Police,23.0,1.0,0.0,1.0,9000.0,0,7.0,18.0,Full
1085,63.0,63.0,500.0,1603.0,Masters,Single Vehicle Collision,Minor Loss,Other,14.0,1.0,1.0,1.0,3000.0,1,19.0,46.0,Full
1086,83.0,49.0,1000.0,880.0,College,Multi-vehicle Collision,Minor Loss,Police,7.0,3.0,1.0,0.0,1000.0,0,4.0,31.0,Full
1087,80.0,53.0,2000.0,1553.0,PhD,Single Vehicle Collision,Major Loss,Ambulance,19.0,1.0,1.0,1.0,2000.0,0,11.0,33.0,Full
1088,47.0,26.0,500.0,1573.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,1.0,1.0,5000.0,0,1.0,7.0,Full
1089,23.0,55.0,1000.0,1592.0,High School,Single Vehicle Collision,Total Loss,None,3.0,1.0,1.0,1.0,9000.0,0,4.0,35.0,Full
1090,78.0,64.0,500.0,978.0,High School,Parked Car,Major Loss,Ambulance,18.0,1.0,1.0,1.0,8000.0,0,12.0,42.0,Full
1091,30.0,50.0,1000.0,1114.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,2.0,3.0,1.0,1.0,7000.0,0,13.0,30.0,Full
1092,97.0,28.0,2000.0,1562.0,High School,Single Vehicle Collision,Minor Loss,Other,17.0,1.0,1.0,1.0,10000.0,0,11.0,8.0,Full
1093,25.0,31.0,500.0,1456.0,Bachelor,Multi-vehicle Collision,Major Loss,Other,10.0,3.0,0.0,1.0,2000.0,0,18.0,12.0,Full
1094,116.0,60.0,1000.0,887.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,10.0,1.0,1.0,1.0,5000.0,0,20.0,40.0,Full
1095,115.0,61.0,2000.0,1226.0,Bachelor,Multi-vehicle Collision,Major Loss,None,3.0,3.0,1.0,1.0,7000.0,0,15.0,41.0,Full
1096,86.0,53.0,500.0,966.0,College,Multi-vehicle Collision,Minor Loss,None,1.0,3.0,0.0,1.0,3000.0,0,9.0,33.0,Full
1097,31.0,43.0,500.0,1328.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,20.0,1.0,1.0,1.0,2000.0,0,17.0,27.0,Full
1098,67.0,52.0,2000.0,885.0,Bachelor,Multi-vehicle Collision,Minor Loss,Police,23.0,3.0,1.0,1.0,1000.0,0,2.0,30.0,Full
1099,35.0,55.0,2000.0,1025.0,High School,Vehicle Theft,Minor Loss,Police,17.0,1.0,1.0,1.0,6000.0,0,14.0,35.0,Full
1100,60.0,63.0,2000.0,1560.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,6.0,3.0,1.0,1.0,2000.0,0,10.0,44.0,Full
1101,99.0,45.0,2000.0,1265.0,NA,Single Vehicle Collision,Minor Loss,Police,11.0,1.0,1.0,1.0,4000.0,1,3.0,27.0,Full
1102,42.0,61.0,1000.0,1594.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,2.0,1.0,1.0,6000.0,0,20.0,40.0,Full
1103,52.0,28.0,1000.0,1603.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,19.0,1.0,0.0,0.0,5000.0,0,6.0,7.0,Full
1104,94.0,40.0,1000.0,1017.0,High School,Parked Car,Total Loss,Other,17.0,1.0,1.0,0.0,2000.0,0,12.0,19.0,Full
1105,83.0,47.0,2000.0,1181.0,High School,Multi-vehicle Collision,Major Loss,Other,9.0,3.0,1.0,1.0,10000.0,0,18.0,31.0,Full
1106,109.0,40.0,1000.0,1591.0,Masters,Single Vehicle Collision,Total Loss,Police,9.0,1.0,1.0,1.0,10000.0,0,10.0,23.0,Full
1107,72.0,64.0,500.0,1089.0,PhD,Single Vehicle Collision,Total Loss,Other,17.0,1.0,1.0,1.0,10000.0,0,2.0,43.0,Full
1108,18.0,28.0,500.0,937.0,Bachelor,Single Vehicle Collision,Major Loss,Police,11.0,1.0,1.0,1.0,2000.0,0,16.0,11.0,Full
1109,95.0,42.0,2000.0,1615.0,MD,Multi-vehicle Collision,Major Loss,Ambulance,18.0,3.0,1.0,1.0,1000.0,1,7.0,23.0,Full
1110,82.0,31.0,500.0,864.0,Bachelor,Parked Car,Minor Loss,Ambulance,6.0,1.0,1.0,1.0,3000.0,1,20.0,15.0,Full
1111,31.0,28.0,2000.0,913.0,Bachelor,Single Vehicle Collision,Total Loss,None,23.0,1.0,1.0,1.0,3000.0,0,18.0,7.0,Full
1112,116.0,38.0,2000.0,1092.0,Bachelor,Vehicle Theft,Major Loss,Ambulance,20.0,1.0,1.0,0.0,10000.0,0,17.0,16.0,Full
1113,26.0,49.0,500.0,1535.0,NA,Single Vehicle Collision,Total Loss,Ambulance,8.0,1.0,0.0,1.0,10000.0,0,7.0,33.0,Full
1114,94.0,46.0,2000.0,1606.0,PhD,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,3.0,0.0,1.0,3000.0,0,15.0,29.0,Full
1115,19.0,37.0,500.0,867.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,10.0,1.0,0.0,1.0,9000.0,0,20.0,19.0,Full
1116,64.0,43.0,500.0,966.0,College,Multi-vehicle Collision,Major Loss,None,11.0,3.0,1.0,0.0,2000.0,0,10.0,23.0,Full
1117,104.0,59.0,2000.0,1138.0,Masters,Vehicle Theft,Total Loss,None,22.0,1.0,1.0,0.0,6000.0,0,9.0,41.0,Full
1118,100.0,49.0,2000.0,984.0,Bachelor,Single Vehicle Collision,Major Loss,Police,9.0,1.0,1.0,1.0,6000.0,0,0.0,33.0,Full
1119,65.0,51.0,1000.0,1330.0,High School,Vehicle Theft,Major Loss,None,20.0,1.0,1.0,1.0,5000.0,0,14.0,30.0,Full
1120,109.0,38.0,1000.0,1350.0,NA,Single Vehicle Collision,Total Loss,Ambulance,18.0,1.0,1.0,1.0,1000.0,0,17.0,19.0,Full
1121,22.0,56.0,500.0,989.0,High School,Single Vehicle Collision,Minor Loss,Police,17.0,1.0,1.0,1.0,10000.0,0,5.0,38.0,Full
1122,58.0,35.0,2000.0,1018.0,Bachelor,Single Vehicle Collision,Minor Loss,None,23.0,1.0,0.0,1.0,8000.0,0,6.0,17.0,Full
1123,87.0,63.0,2000.0,1113.0,High School,Parked Car,Major Loss,Other,4.0,1.0,1.0,0.0,10000.0,0,10.0,42.0,Full
1124,115.0,44.0,500.0,1615.0,Bachelor,Single Vehicle Collision,Major Loss,Police,3.0,1.0,1.0,1.0,2000.0,0,1.0,28.0,Full
1125,29.0,34.0,1000.0,1532.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,15.0,1.0,0.0,1.0,1000.0,0,1.0,13.0,Full
1126,94.0,43.0,2000.0,966.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,20.0,1.0,1.0,0.0,8000.0,0,8.0,26.0,Full
1127,48.0,39.0,500.0,1487.0,College,Multi-vehicle Collision,Total Loss,Police,8.0,3.0,1.0,0.0,5000.0,0,5.0,23.0,Full
1128,19.0,53.0,2000.0,1492.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,14.0,3.0,1.0,1.0,1000.0,0,8.0,35.0,Full
1129,67.0,30.0,1000.0,937.0,MD,Single Vehicle Collision,Minor Loss,None,3.0,1.0,1.0,0.0,9000.0,0,9.0,12.0,Full
1130,109.0,47.0,1000.0,1329.0,Bachelor,Multi-vehicle Collision,Minor Loss,Police,12.0,2.0,1.0,1.0,10000.0,0,20.0,28.0,Full
1131,49.0,52.0,1000.0,1378.0,High School,Single Vehicle Collision,Minor Loss,Police,5.0,1.0,0.0,1.0,10000.0,0,20.0,34.0,Full
1132,30.0,41.0,2000.0,958.0,High School,Single Vehicle Collision,Major Loss,Ambulance,12.0,1.0,1.0,1.0,7000.0,0,2.0,22.0,Full
1133,22.0,35.0,2000.0,1423.0,High School,Multi-vehicle Collision,Total Loss,None,7.0,3.0,0.0,1.0,4000.0,0,18.0,17.0,Full
1134,56.0,55.0,1000.0,1338.0,High School,Multi-vehicle Collision,Total Loss,None,14.0,3.0,1.0,1.0,2000.0,0,1.0,38.0,Full
1135,51.0,27.0,1000.0,1083.0,High School,Single Vehicle Collision,Major Loss,Ambulance,0.0,1.0,1.0,0.0,2000.0,0,10.0,9.0,Full
1136,78.0,30.0,2000.0,1217.0,MD,Single Vehicle Collision,Total Loss,Police,21.0,1.0,1.0,1.0,6000.0,0,3.0,8.0,Full
1137,70.0,25.0,500.0,1329.0,PhD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,1.0,8000.0,0,7.0,6.0,Full
1138,42.0,62.0,500.0,1486.0,Bachelor,Single Vehicle Collision,Minor Loss,Other,20.0,1.0,1.0,1.0,2000.0,0,15.0,40.0,Full
1139,92.0,63.0,1000.0,1263.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,5.0,1.0,0.0,0.0,7000.0,0,8.0,44.0,Full
1140,61.0,44.0,2000.0,1047.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,21.0,1.0,1.0,1.0,2000.0,0,16.0,25.0,Full
1141,73.0,31.0,1000.0,1039.0,NA,Vehicle Theft,Minor Loss,Other,23.0,1.0,1.0,0.0,8000.0,0,14.0,13.0,Full
1142,9.0,58.0,500.0,1143.0,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,19.0,3.0,0.0,0.0,9000.0,0,19.0,36.0,Full
1143,105.0,31.0,500.0,858.0,High School,Single Vehicle Collision,Major Loss,None,14.0,1.0,1.0,0.0,10000.0,0,10.0,12.0,Full
1144,80.0,59.0,1000.0,1404.0,Bachelor,Vehicle Theft,Major Loss,None,15.0,1.0,1.0,1.0,9000.0,0,16.0,39.0,Full
1145,32.0,60.0,500.0,1400.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,12.0,1.0,1.0,1.0,6000.0,0,6.0,43.0,Full
1146,108.0,26.0,1000.0,1270.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,16.0,1.0,0.0,0.0,2000.0,1,7.0,8.0,Full
1147,31.0,44.0,500.0,1195.0,PhD,Multi-vehicle Collision,Major Loss,Ambulance,17.0,3.0,1.0,1.0,2000.0,0,8.0,25.0,Full
1148,33.0,49.0,1000.0,1411.0,Masters,Parked Car,Total Loss,Police,14.0,1.0,0.0,1.0,4000.0,0,8.0,27.0,Full
1149,66.0,59.0,500.0,1304.0,MD,Single Vehicle Collision,Minor Loss,Police,5.0,1.0,1.0,1.0,8000.0,0,2.0,42.0,Full
1150,10.0,52.0,500.0,1583.0,High School,Parked Car,Minor Loss,Other,9.0,1.0,1.0,1.0,7000.0,0,10.0,34.0,Full
1151,92.0,40.0,2000.0,1531.0,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,2.0,0.0,1.0,3000.0,0,2.0,23.0,Full
1152,69.0,32.0,1000.0,1340.0,Bachelor,Vehicle Theft,Minor Loss,Police,22.0,1.0,1.0,1.0,6000.0,0,18.0,12.0,Full
1153,66.0,44.0,500.0,1669.0,High School,Multi-vehicle Collision,Major Loss,None,23.0,3.0,1.0,1.0,9000.0,0,1.0,26.0,Full
1154,80.0,53.0,2000.0,987.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,9.0,1.0,1.0,0.0,10000.0,0,9.0,31.0,Full
1155,29.0,28.0,1000.0,1096.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,23.0,4.0,1.0,1.0,8000.0,0,5.0,9.0,Full
1156,30.0,55.0,500.0,982.0,High School,Vehicle Theft,Minor Loss,Other,1.0,1.0,1.0,0.0,2000.0,0,3.0,39.0,Full
1157,78.0,25.0,2000.0,1211.0,High School,Single Vehicle Collision,Major Loss,Police,18.0,1.0,1.0,1.0,3000.0,0,16.0,6.0,Full
1158,42.0,28.0,500.0,1261.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,0.0,1.0,1.0,0.0,6000.0,0,14.0,10.0,Full
1159,52.0,42.0,1000.0,1327.0,PhD,Multi-vehicle Collision,Major Loss,Ambulance,20.0,3.0,0.0,1.0,8000.0,0,3.0,23.0,Full
1160,105.0,42.0,1000.0,962.0,Bachelor,Multi-vehicle Collision,Total Loss,None,12.0,3.0,0.0,1.0,7000.0,0,12.0,26.0,Full
1161,86.0,39.0,2000.0,1507.0,Bachelor,Single Vehicle Collision,Total Loss,Police,5.0,1.0,1.0,0.0,7000.0,0,16.0,23.0,Full
1162,55.0,43.0,500.0,1182.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,16.0,1.0,0.0,1.0,5000.0,0,16.0,21.0,Full
1163,108.0,61.0,500.0,1433.0,NA,Single Vehicle Collision,Total Loss,None,15.0,1.0,1.0,1.0,10000.0,0,2.0,45.0,Full
1164,64.0,25.0,2000.0,845.0,College,Vehicle Theft,Total Loss,Ambulance,23.0,1.0,1.0,1.0,6000.0,0,14.0,3.0,P2
1165,28.0,44.0,2000.0,1086.0,High School,Parked Car,Total Loss,Police,10.0,1.0,0.0,1.0,2000.0,0,14.0,25.0,Full
1166,11.0,45.0,1000.0,901.0,Bachelor,Vehicle Theft,Total Loss,None,18.0,1.0,1.0,1.0,4000.0,0,18.0,23.0,Full
1167,19.0,38.0,2000.0,1262.0,Masters,Multi-vehicle Collision,Major Loss,Police,3.0,2.0,1.0,1.0,1000.0,0,10.0,20.0,Full
1168,92.0,58.0,1000.0,1655.0,High School,Multi-vehicle Collision,Minor Loss,Other,18.0,4.0,1.0,1.0,1000.0,0,9.0,39.0,Full
1169,111.0,48.0,1000.0,1119.0,High School,Single Vehicle Collision,Major Loss,Ambulance,13.0,1.0,1.0,1.0,2000.0,0,20.0,32.0,Full
1170,68.0,29.0,500.0,890.0,MD,Multi-vehicle Collision,Major Loss,Police,5.0,2.0,0.0,1.0,1000.0,0,16.0,9.0,Full
1171,37.0,56.0,1000.0,1648.0,High School,Single Vehicle Collision,Major Loss,Ambulance,17.0,1.0,1.0,1.0,8000.0,0,11.0,40.0,Full
1172,71.0,38.0,500.0,1124.0,PhD,Multi-vehicle Collision,Minor Loss,Other,6.0,4.0,1.0,1.0,3000.0,0,6.0,17.0,Full
1173,86.0,55.0,1000.0,1660.0,Bachelor,Multi-vehicle Collision,Major Loss,Police,20.0,2.0,0.0,1.0,9000.0,0,17.0,33.0,Full
1174,119.0,57.0,1000.0,1243.0,Bachelor,Multi-vehicle Collision,Total Loss,None,23.0,4.0,1.0,0.0,7000.0,0,9.0,41.0,Full
1175,38.0,49.0,2000.0,854.0,High School,Single Vehicle Collision,Major Loss,None,15.0,1.0,1.0,1.0,2000.0,0,2.0,28.0,Full
1176,8.0,51.0,2000.0,1021.0,Masters,Multi-vehicle Collision,Minor Loss,Police,23.0,4.0,0.0,1.0,5000.0,0,9.0,33.0,Full
1177,29.0,27.0,500.0,1534.0,MD,Multi-vehicle Collision,Major Loss,Police,8.0,3.0,0.0,0.0,5000.0,0,18.0,8.0,Full
1178,109.0,63.0,1000.0,1613.0,Bachelor,Parked Car,Minor Loss,Police,6.0,1.0,1.0,0.0,10000.0,0,9.0,41.0,Full
1179,20.0,50.0,2000.0,1248.0,Bachelor,Single Vehicle Collision,Major Loss,Police,20.0,1.0,1.0,1.0,9000.0,0,0.0,32.0,Full
1180,116.0,61.0,1000.0,1370.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,4.0,3.0,0.0,0.0,8000.0,0,12.0,42.0,Full
1181,82.0,35.0,500.0,1657.0,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,13.0,3.0,1.0,1.0,2000.0,0,20.0,14.0,Full
1182,8.0,60.0,1000.0,1362.0,Bachelor,Single Vehicle Collision,Major Loss,Police,10.0,1.0,1.0,1.0,10000.0,0,16.0,44.0,Full
1183,105.0,55.0,1000.0,1653.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,9.0,1.0,0.0,0.0,2000.0,1,12.0,39.0,Full
1184,14.0,36.0,500.0,1555.0,High School,Multi-vehicle Collision,Minor Loss,Police,9.0,3.0,1.0,1.0,6000.0,0,19.0,20.0,Full
1185,78.0,43.0,1000.0,1187.0,Masters,Parked Car,Total Loss,None,9.0,1.0,1.0,0.0,1000.0,0,16.0,24.0,Full
1186,103.0,54.0,500.0,1063.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,15.0,1.0,1.0,1.0,5000.0,0,10.0,38.0,Full
1187,7.0,50.0,500.0,1664.0,NA,Single Vehicle Collision,Minor Loss,Police,13.0,1.0,1.0,1.0,9000.0,0,12.0,32.0,Full
1188,38.0,31.0,2000.0,901.0,High School,Single Vehicle Collision,Major Loss,Ambulance,0.0,1.0,1.0,0.0,4000.0,0,15.0,13.0,Full
1189,97.0,53.0,500.0,1650.0,High School,Single Vehicle Collision,Major Loss,None,8.0,1.0,1.0,1.0,9000.0,0,17.0,37.0,Full
1190,74.0,60.0,2000.0,1440.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,5.0,2.0,1.0,1.0,3000.0,0,1.0,40.0,Full
1191,55.0,43.0,2000.0,1489.0,PhD,Multi-vehicle Collision,Major Loss,None,19.0,2.0,1.0,1.0,5000.0,0,16.0,24.0,Full
