index,timeascustomer,driverage,insuranceaccess,insurancepremium,drivergender,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,fraud,vehicleage,driverexperience,licencetype
1909,46.0,26.0,500.0,1575.0,,High School,Multi-vehicle Collision,Minor Loss,Police,9.0,3.0,1.0,0.0,4000.0,0,0.0,7.0,Full
1910,47.0,47.0,2000.0,1657.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,16.0,3.0,1.0,1.0,7000.0,0,3.0,28.0,Full
1911,99.0,45.0,1000.0,1667.0,,High School,Vehicle Theft,Minor Loss,Police,8.0,1.0,0.0,0.0,4000.0,0,19.0,28.0,Full
1912,31.0,28.0,1000.0,881.0,,Bachelor,Multi-vehicle Collision,Major Loss,,9.0,2.0,1.0,1.0,4000.0,0,0.0,6.0,Full
1913,28.0,31.0,2000.0,1400.0,,Bachelor,Parked Car,Total Loss,Police,17.0,1.0,0.0,1.0,1000.0,0,2.0,12.0,Full
1914,65.0,32.0,1000.0,1248.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,7.0,3.0,1.0,1.0,5000.0,0,8.0,14.0,Full
1915,112.0,31.0,1000.0,1645.0,,College,Vehicle Theft,Major Loss,Other,6.0,1.0,1.0,0.0,2000.0,0,15.0,13.0,Full
1916,47.0,33.0,500.0,1424.0,,High School,Single Vehicle Collision,Total Loss,,23.0,1.0,0.0,0.0,4000.0,0,5.0,15.0,Full
1917,104.0,51.0,2000.0,877.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,6.0,3.0,0.0,1.0,1000.0,0,6.0,29.0,Full
1918,38.0,45.0,1000.0,1228.0,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,16.0,3.0,0.0,1.0,8000.0,0,6.0,25.0,Full
1919,94.0,45.0,500.0,1382.0,,College,Single Vehicle Collision,Major Loss,Police,11.0,1.0,1.0,1.0,10000.0,0,18.0,26.0,Full
1920,25.0,43.0,500.0,1193.0,,College,Multi-vehicle Collision,Minor Loss,Ambulance,20.0,3.0,1.0,1.0,6000.0,0,4.0,21.0,Full
1921,62.0,26.0,500.0,1354.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,14.0,1.0,0.0,1.0,10000.0,1,11.0,10.0,Full
1922,108.0,35.0,1000.0,1604.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,19.0,1.0,1.0,0.0,5000.0,0,20.0,15.0,Full
1923,30.0,41.0,500.0,1396.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,6.0,1.0,0.0,1.0,4000.0,0,15.0,20.0,Full
1924,66.0,40.0,500.0,1354.0,,PhD,Vehicle Theft,Major Loss,Police,23.0,1.0,1.0,1.0,6000.0,0,6.0,23.0,Full
1925,78.0,55.0,2000.0,982.0,,College,Single Vehicle Collision,Total Loss,Ambulance,17.0,1.0,1.0,1.0,1000.0,0,15.0,37.0,Full
1926,112.0,35.0,1000.0,1115.0,,Bachelor,Vehicle Theft,Minor Loss,,6.0,1.0,0.0,1.0,2000.0,0,20.0,18.0,Full
1927,70.0,64.0,2000.0,975.0,,Bachelor,Single Vehicle Collision,Total Loss,Police,13.0,1.0,1.0,0.0,1000.0,0,7.0,44.0,Full
1928,16.0,44.0,2000.0,1577.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,17.0,2.0,1.0,0.0,1000.0,0,14.0,22.0,Full
1929,88.0,50.0,500.0,1365.0,,MD,Single Vehicle Collision,Total Loss,Ambulance,19.0,1.0,1.0,1.0,5000.0,0,1.0,33.0,Full
1930,82.0,35.0,1000.0,1472.0,,Bachelor,Multi-vehicle Collision,Total Loss,,2.0,3.0,0.0,1.0,9000.0,0,18.0,15.0,Full
1931,9.0,26.0,1000.0,1424.0,,Bachelor,Vehicle Theft,Major Loss,,4.0,1.0,0.0,1.0,7000.0,0,2.0,5.0,Full
1932,30.0,35.0,1000.0,932.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,15.0,4.0,1.0,0.0,6000.0,0,7.0,13.0,Full
1933,62.0,63.0,2000.0,1146.0,,Bachelor,Multi-vehicle Collision,Total Loss,,23.0,2.0,1.0,1.0,1000.0,0,10.0,46.0,Full
1934,66.0,51.0,1000.0,1016.0,,Bachelor,Multi-vehicle Collision,Minor Loss,,4.0,3.0,1.0,1.0,9000.0,0,5.0,33.0,Full
1935,115.0,27.0,500.0,1121.0,,High School,Single Vehicle Collision,Major Loss,Police,19.0,1.0,1.0,1.0,5000.0,0,13.0,5.0,Full
1936,88.0,28.0,1000.0,953.0,,MD,Single Vehicle Collision,Major Loss,Other,10.0,1.0,1.0,0.0,6000.0,0,11.0,7.0,Full
1937,63.0,64.0,500.0,1324.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,2.0,3.0,1.0,0.0,9000.0,0,14.0,42.0,Full
1938,7.0,57.0,2000.0,1030.0,,Bachelor,Multi-vehicle Collision,Total Loss,,14.0,3.0,1.0,0.0,7000.0,0,7.0,35.0,Full
1939,81.0,25.0,1000.0,928.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,22.0,3.0,1.0,1.0,2000.0,0,11.0,3.0,P2
1940,13.0,62.0,500.0,925.0,,College,Single Vehicle Collision,Total Loss,Ambulance,4.0,1.0,0.0,1.0,10000.0,0,16.0,43.0,Full
1941,22.0,42.0,500.0,852.0,,Masters,Multi-vehicle Collision,Minor Loss,Police,10.0,4.0,0.0,1.0,2000.0,0,16.0,24.0,Full
1942,32.0,62.0,500.0,1540.0,,High School,Multi-vehicle Collision,Total Loss,Police,6.0,3.0,1.0,0.0,7000.0,0,14.0,41.0,Full
1943,91.0,35.0,2000.0,1382.0,,College,Multi-vehicle Collision,Total Loss,Other,7.0,3.0,1.0,1.0,5000.0,0,10.0,13.0,Full
1944,49.0,26.0,2000.0,1387.0,,Bachelor,Single Vehicle Collision,Total Loss,Police,7.0,1.0,0.0,1.0,7000.0,0,13.0,8.0,Full
1945,18.0,30.0,1000.0,1613.0,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,12.0,3.0,1.0,1.0,3000.0,0,1.0,12.0,Full
1946,91.0,47.0,500.0,924.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,17.0,3.0,1.0,0.0,10000.0,0,9.0,28.0,Full
1947,76.0,55.0,1000.0,1424.0,,Masters,Single Vehicle Collision,Total Loss,Ambulance,6.0,1.0,0.0,1.0,5000.0,0,17.0,37.0,Full
1948,12.0,36.0,2000.0,1275.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,15.0,3.0,1.0,0.0,9000.0,0,12.0,16.0,Full
1949,25.0,37.0,500.0,1639.0,,Masters,Single Vehicle Collision,Total Loss,,15.0,1.0,1.0,0.0,1000.0,0,19.0,16.0,Full
1950,112.0,32.0,500.0,1086.0,,Bachelor,Single Vehicle Collision,Total Loss,,8.0,1.0,0.0,1.0,9000.0,0,5.0,15.0,Full
1951,89.0,33.0,500.0,1474.0,,High School,Multi-vehicle Collision,Minor Loss,Other,2.0,4.0,1.0,0.0,4000.0,0,2.0,14.0,Full
1952,27.0,49.0,1000.0,1240.0,,Bachelor,Parked Car,Minor Loss,Police,15.0,1.0,0.0,1.0,3000.0,0,12.0,33.0,Full
1953,56.0,25.0,500.0,1373.0,,Masters,Multi-vehicle Collision,Major Loss,,4.0,3.0,0.0,0.0,7000.0,0,1.0,4.0,P2
1954,92.0,32.0,500.0,909.0,,MD,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,1.0,1.0,5000.0,0,16.0,12.0,Full
1955,101.0,41.0,2000.0,1172.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,15.0,3.0,1.0,1.0,7000.0,0,5.0,20.0,Full
1956,101.0,47.0,1000.0,1446.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,21.0,3.0,1.0,1.0,3000.0,0,10.0,28.0,Full
1957,74.0,38.0,2000.0,1551.0,,High School,Single Vehicle Collision,Major Loss,Police,14.0,1.0,1.0,1.0,10000.0,0,16.0,21.0,Full
1958,21.0,51.0,2000.0,1144.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,23.0,1.0,1.0,1.0,6000.0,0,16.0,32.0,Full
1959,40.0,39.0,500.0,1025.0,,Bachelor,Vehicle Theft,Minor Loss,Police,1.0,1.0,1.0,1.0,3000.0,0,10.0,17.0,Full
1960,93.0,48.0,1000.0,885.0,,College,Vehicle Theft,Total Loss,,15.0,1.0,0.0,1.0,9000.0,0,20.0,28.0,Full
1961,56.0,35.0,2000.0,937.0,,Bachelor,Multi-vehicle Collision,Major Loss,,18.0,3.0,0.0,0.0,10000.0,0,10.0,15.0,Full
1962,58.0,60.0,1000.0,1320.0,,Bachelor,Single Vehicle Collision,Minor Loss,,12.0,1.0,0.0,1.0,9000.0,0,5.0,39.0,Full
1963,75.0,48.0,1000.0,1468.0,,MD,Multi-vehicle Collision,Major Loss,Ambulance,13.0,4.0,1.0,0.0,2000.0,0,6.0,32.0,Full
1964,35.0,30.0,2000.0,885.0,,High School,Single Vehicle Collision,Minor Loss,Police,16.0,1.0,1.0,1.0,9000.0,0,15.0,12.0,Full
1965,15.0,41.0,2000.0,1130.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,6.0,3.0,1.0,1.0,8000.0,1,9.0,24.0,Full
1966,61.0,30.0,1000.0,1347.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,17.0,3.0,0.0,1.0,3000.0,0,8.0,9.0,Full
1967,21.0,26.0,500.0,1298.0,,Bachelor,Single Vehicle Collision,Total Loss,Police,8.0,1.0,1.0,1.0,10000.0,0,0.0,4.0,P2
1968,85.0,57.0,2000.0,1592.0,,Bachelor,Single Vehicle Collision,Total Loss,,20.0,1.0,1.0,1.0,4000.0,0,6.0,37.0,Full
1969,20.0,35.0,1000.0,1543.0,,High School,Multi-vehicle Collision,Total Loss,,8.0,3.0,0.0,1.0,7000.0,0,17.0,15.0,Full
1970,65.0,43.0,2000.0,998.0,,Bachelor,Vehicle Theft,Major Loss,Ambulance,3.0,1.0,1.0,1.0,4000.0,0,16.0,26.0,Full
1971,73.0,45.0,1000.0,1029.0,,High School,Single Vehicle Collision,Total Loss,,4.0,1.0,1.0,1.0,9000.0,0,15.0,24.0,Full
1972,19.0,28.0,2000.0,1325.0,,High School,Multi-vehicle Collision,Total Loss,,15.0,3.0,1.0,1.0,4000.0,0,0.0,6.0,Full
1973,38.0,25.0,500.0,1643.0,,College,Parked Car,Major Loss,,22.0,1.0,1.0,0.0,7000.0,0,0.0,5.0,Full
1974,44.0,53.0,500.0,933.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,21.0,1.0,1.0,1.0,9000.0,0,6.0,37.0,Full
1975,63.0,30.0,500.0,1640.0,,High School,Parked Car,Total Loss,Police,15.0,1.0,0.0,1.0,4000.0,0,9.0,14.0,Full
1976,52.0,40.0,500.0,854.0,,Bachelor,Multi-vehicle Collision,Total Loss,,6.0,3.0,1.0,0.0,10000.0,0,19.0,22.0,Full
1977,71.0,48.0,500.0,950.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,4.0,1.0,0.0,1.0,8000.0,0,8.0,26.0,Full
1978,104.0,29.0,500.0,1556.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,3.0,3.0,0.0,0.0,4000.0,0,5.0,8.0,Full
1979,16.0,29.0,1000.0,1315.0,,PhD,Multi-vehicle Collision,Minor Loss,Ambulance,18.0,3.0,1.0,1.0,3000.0,0,11.0,8.0,Full
1980,77.0,46.0,500.0,1032.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,0.0,1.0,1.0,1.0,9000.0,0,19.0,25.0,Full
1981,102.0,49.0,500.0,1540.0,,College,Parked Car,Total Loss,,7.0,1.0,0.0,1.0,10000.0,1,15.0,30.0,Full
1982,117.0,39.0,500.0,1269.0,,Masters,Single Vehicle Collision,Major Loss,Police,11.0,1.0,0.0,1.0,10000.0,0,17.0,22.0,Full
1983,49.0,59.0,1000.0,1444.0,,Bachelor,Single Vehicle Collision,Major Loss,,19.0,1.0,1.0,0.0,3000.0,0,3.0,43.0,Full
1984,80.0,38.0,2000.0,1532.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,11.0,1.0,1.0,1.0,5000.0,0,2.0,22.0,Full
1985,61.0,62.0,1000.0,1256.0,,Bachelor,Parked Car,Total Loss,Police,5.0,1.0,1.0,1.0,5000.0,0,11.0,46.0,Full
1986,44.0,56.0,500.0,1669.0,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,13.0,1.0,0.0,1.0,9000.0,0,14.0,40.0,Full
1987,90.0,51.0,500.0,1270.0,,Masters,Vehicle Theft,Major Loss,Police,3.0,1.0,1.0,1.0,8000.0,0,20.0,29.0,Full
1988,18.0,47.0,1000.0,1393.0,,PhD,Vehicle Theft,Minor Loss,Ambulance,8.0,1.0,0.0,0.0,4000.0,0,7.0,29.0,Full
1989,77.0,53.0,500.0,1481.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,5.0,3.0,1.0,1.0,5000.0,0,7.0,33.0,Full
1990,84.0,43.0,2000.0,1418.0,,High School,Single Vehicle Collision,Minor Loss,Ambulance,7.0,1.0,0.0,1.0,2000.0,0,10.0,22.0,Full
1991,35.0,42.0,500.0,882.0,,Bachelor,Multi-vehicle Collision,Major Loss,Police,0.0,3.0,1.0,1.0,4000.0,0,14.0,26.0,Full
1992,69.0,52.0,500.0,960.0,,High School,Multi-vehicle Collision,Total Loss,Other,13.0,3.0,1.0,0.0,6000.0,0,11.0,31.0,Full
1993,97.0,56.0,500.0,1488.0,,Bachelor,Multi-vehicle Collision,Major Loss,Other,17.0,3.0,0.0,1.0,4000.0,0,14.0,38.0,Full
1994,110.0,48.0,500.0,1399.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,15.0,1.0,1.0,1.0,5000.0,0,7.0,26.0,Full
1995,53.0,25.0,2000.0,1275.0,,College,Single Vehicle Collision,Total Loss,Ambulance,10.0,1.0,1.0,1.0,10000.0,0,18.0,6.0,Full
1996,85.0,26.0,2000.0,1317.0,,MD,Multi-vehicle Collision,Minor Loss,Ambulance,19.0,4.0,1.0,1.0,4000.0,0,3.0,5.0,Full
1997,96.0,34.0,1000.0,1195.0,,High School,Single Vehicle Collision,Minor Loss,Ambulance,1.0,1.0,1.0,0.0,3000.0,0,6.0,14.0,Full
1998,42.0,26.0,500.0,945.0,,Bachelor,Parked Car,Total Loss,Police,17.0,1.0,0.0,0.0,3000.0,0,16.0,7.0,Full
1999,76.0,54.0,500.0,1518.0,,PhD,Multi-vehicle Collision,Total Loss,Ambulance,5.0,3.0,1.0,1.0,9000.0,0,6.0,34.0,Full
2000,72.0,49.0,1000.0,1287.0,,High School,Single Vehicle Collision,Major Loss,,15.0,1.0,1.0,1.0,2000.0,0,13.0,28.0,Full
2001,72.0,43.0,2000.0,1286.0,,Bachelor,Single Vehicle Collision,Total Loss,Police,11.0,1.0,1.0,1.0,8000.0,0,5.0,23.0,Full
2002,26.0,63.0,1000.0,1136.0,,MD,Multi-vehicle Collision,Minor Loss,Ambulance,2.0,3.0,1.0,1.0,8000.0,0,4.0,43.0,Full
2003,15.0,55.0,1000.0,841.0,,High School,Single Vehicle Collision,Minor Loss,Ambulance,11.0,1.0,1.0,1.0,8000.0,0,6.0,37.0,Full
2004,25.0,51.0,2000.0,1673.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,16.0,1.0,1.0,0.0,1000.0,0,18.0,34.0,Full
2005,74.0,64.0,1000.0,1653.0,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,2.0,3.0,0.0,1.0,8000.0,0,9.0,45.0,Full
2006,8.0,40.0,1000.0,1105.0,,High School,Vehicle Theft,Major Loss,Ambulance,1.0,1.0,1.0,1.0,4000.0,1,4.0,20.0,Full
2007,103.0,38.0,500.0,1083.0,,Bachelor,Single Vehicle Collision,Total Loss,Police,15.0,1.0,0.0,1.0,2000.0,0,6.0,16.0,Full
2008,89.0,33.0,500.0,1395.0,,College,Multi-vehicle Collision,Total Loss,Police,9.0,4.0,0.0,0.0,3000.0,0,0.0,13.0,Full
2009,77.0,48.0,500.0,1320.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,9.0,2.0,1.0,0.0,5000.0,0,15.0,32.0,Full
2010,105.0,63.0,1000.0,1622.0,,High School,Parked Car,Total Loss,Police,7.0,1.0,1.0,1.0,10000.0,0,4.0,42.0,Full
2011,82.0,50.0,500.0,1184.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,2.0,1.0,1.0,1.0,10000.0,1,12.0,34.0,Full
2012,33.0,53.0,500.0,1488.0,,High School,Multi-vehicle Collision,Minor Loss,Police,8.0,3.0,1.0,1.0,3000.0,0,0.0,35.0,Full
2013,64.0,29.0,1000.0,858.0,,Bachelor,Multi-vehicle Collision,Total Loss,Other,1.0,3.0,1.0,0.0,8000.0,0,17.0,9.0,Full
2014,45.0,43.0,2000.0,1396.0,,Masters,Single Vehicle Collision,Minor Loss,,16.0,1.0,1.0,1.0,1000.0,0,4.0,24.0,Full
2015,21.0,25.0,2000.0,1239.0,,College,Multi-vehicle Collision,Total Loss,Ambulance,0.0,3.0,1.0,0.0,4000.0,0,0.0,4.0,P2
2016,113.0,47.0,2000.0,1464.0,,Bachelor,Multi-vehicle Collision,Minor Loss,,3.0,3.0,0.0,1.0,1000.0,0,6.0,28.0,Full
2017,80.0,28.0,2000.0,1313.0,,College,Single Vehicle Collision,Minor Loss,Other,16.0,1.0,0.0,1.0,5000.0,0,19.0,12.0,Full
2018,54.0,31.0,1000.0,1301.0,,High School,Multi-vehicle Collision,Minor Loss,Other,13.0,3.0,1.0,1.0,4000.0,0,5.0,15.0,Full
2019,115.0,26.0,1000.0,1209.0,,High School,Single Vehicle Collision,Total Loss,Police,8.0,1.0,1.0,1.0,6000.0,0,10.0,9.0,Full
2020,19.0,32.0,500.0,1106.0,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,18.0,1.0,1.0,1.0,3000.0,0,8.0,12.0,Full
2021,43.0,64.0,1000.0,994.0,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,10.0,2.0,1.0,1.0,9000.0,0,6.0,44.0,Full
2022,116.0,27.0,1000.0,1059.0,,MD,Single Vehicle Collision,Major Loss,Ambulance,4.0,1.0,0.0,0.0,10000.0,0,19.0,6.0,Full
2023,47.0,41.0,500.0,1213.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,14.0,1.0,0.0,1.0,2000.0,0,16.0,25.0,Full
2024,35.0,58.0,1000.0,1311.0,,High School,Parked Car,Major Loss,Police,7.0,1.0,0.0,1.0,4000.0,0,15.0,36.0,Full
2025,40.0,34.0,500.0,1127.0,,High School,Single Vehicle Collision,Total Loss,Ambulance,17.0,1.0,0.0,1.0,9000.0,0,10.0,18.0,Full
2026,62.0,43.0,1000.0,1597.0,,Bachelor,Vehicle Theft,Minor Loss,Ambulance,11.0,1.0,1.0,1.0,8000.0,0,17.0,27.0,Full
2027,107.0,64.0,500.0,1051.0,,High School,Single Vehicle Collision,Minor Loss,Police,6.0,1.0,0.0,1.0,1000.0,0,9.0,47.0,Full
2028,111.0,38.0,500.0,1158.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,8.0,3.0,0.0,1.0,1000.0,0,9.0,17.0,Full
2029,70.0,58.0,500.0,1291.0,,High School,Parked Car,Minor Loss,,5.0,1.0,1.0,1.0,2000.0,1,10.0,41.0,Full
2030,22.0,47.0,2000.0,1281.0,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,19.0,3.0,1.0,0.0,5000.0,0,4.0,30.0,Full
2031,43.0,26.0,1000.0,881.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,5.0,1.0,1.0,0.0,6000.0,0,19.0,6.0,Full
2032,80.0,49.0,500.0,1643.0,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,7.0,3.0,1.0,1.0,10000.0,0,5.0,27.0,Full
2033,76.0,45.0,500.0,1677.0,,Bachelor,Parked Car,Total Loss,Ambulance,7.0,1.0,0.0,1.0,4000.0,0,4.0,23.0,Full
2034,20.0,35.0,1000.0,879.0,,High School,Parked Car,Minor Loss,Police,7.0,1.0,1.0,1.0,1000.0,0,5.0,13.0,Full
2035,115.0,30.0,500.0,1606.0,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,19.0,1.0,1.0,1.0,2000.0,0,16.0,13.0,Full
2036,93.0,61.0,2000.0,1429.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,0.0,3.0,0.0,1.0,10000.0,0,16.0,41.0,Full
2037,59.0,29.0,1000.0,1098.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,19.0,3.0,1.0,1.0,4000.0,0,8.0,13.0,Full
2038,13.0,41.0,2000.0,939.0,,Bachelor,Multi-vehicle Collision,Major Loss,Police,18.0,4.0,1.0,1.0,7000.0,0,0.0,21.0,Full
2039,53.0,53.0,1000.0,1051.0,,College,Multi-vehicle Collision,Total Loss,Ambulance,9.0,3.0,1.0,1.0,1000.0,0,20.0,31.0,Full
2040,47.0,38.0,2000.0,1145.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,10.0,1.0,1.0,1.0,7000.0,0,2.0,19.0,Full
2041,27.0,38.0,1000.0,942.0,,Bachelor,Multi-vehicle Collision,Total Loss,,14.0,3.0,0.0,0.0,1000.0,0,17.0,16.0,Full
2042,69.0,51.0,1000.0,1629.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,16.0,3.0,0.0,1.0,5000.0,0,16.0,30.0,Full
2043,60.0,58.0,2000.0,1440.0,,Masters,Single Vehicle Collision,Total Loss,,14.0,1.0,1.0,1.0,7000.0,0,19.0,36.0,Full
2044,100.0,43.0,1000.0,1065.0,,PhD,Single Vehicle Collision,Total Loss,,12.0,1.0,1.0,1.0,2000.0,0,16.0,25.0,Full
2045,90.0,54.0,1000.0,993.0,,Bachelor,Multi-vehicle Collision,Major Loss,Police,17.0,2.0,1.0,1.0,3000.0,0,6.0,32.0,Full
2046,79.0,57.0,500.0,1207.0,,High School,Single Vehicle Collision,Minor Loss,Police,21.0,1.0,0.0,0.0,3000.0,0,4.0,35.0,Full
2047,35.0,50.0,2000.0,1460.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,4.0,1.0,0.0,1.0,3000.0,0,7.0,34.0,Full
2048,118.0,29.0,1000.0,1276.0,,Masters,Vehicle Theft,Total Loss,Police,8.0,1.0,0.0,1.0,1000.0,0,4.0,10.0,Full
2049,84.0,47.0,1000.0,1497.0,,Bachelor,Single Vehicle Collision,Minor Loss,,11.0,1.0,1.0,0.0,6000.0,0,14.0,29.0,Full
2050,17.0,64.0,1000.0,1208.0,,College,Parked Car,Total Loss,Ambulance,23.0,1.0,1.0,1.0,5000.0,0,17.0,45.0,Full
2051,20.0,38.0,500.0,1377.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,5.0,2.0,0.0,0.0,3000.0,0,13.0,16.0,Full
2052,107.0,60.0,500.0,1313.0,,Masters,Multi-vehicle Collision,Minor Loss,,18.0,3.0,1.0,1.0,4000.0,0,4.0,38.0,Full
2053,7.0,30.0,500.0,1118.0,,Bachelor,Single Vehicle Collision,Total Loss,,11.0,1.0,1.0,1.0,9000.0,0,0.0,12.0,Full
2054,50.0,51.0,1000.0,934.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,5.0,3.0,1.0,1.0,1000.0,0,11.0,33.0,Full
2055,98.0,62.0,2000.0,1604.0,,Bachelor,Vehicle Theft,Total Loss,Police,18.0,1.0,0.0,1.0,9000.0,0,9.0,40.0,Full
2056,100.0,56.0,500.0,1323.0,,Masters,Multi-vehicle Collision,Minor Loss,,6.0,3.0,1.0,1.0,8000.0,0,4.0,39.0,Full
2057,79.0,28.0,500.0,1453.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,15.0,3.0,1.0,1.0,6000.0,0,7.0,9.0,Full
2058,70.0,38.0,1000.0,1423.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,4.0,1.0,0.0,1.0,9000.0,0,10.0,17.0,Full
2059,14.0,25.0,2000.0,1642.0,,MD,Single Vehicle Collision,Minor Loss,Police,0.0,1.0,1.0,1.0,10000.0,0,12.0,6.0,Full
2060,43.0,36.0,1000.0,1569.0,,Masters,Single Vehicle Collision,Minor Loss,Police,17.0,1.0,0.0,1.0,9000.0,0,9.0,20.0,Full
2061,97.0,35.0,1000.0,1310.0,,High School,Single Vehicle Collision,Total Loss,,18.0,1.0,0.0,0.0,3000.0,0,20.0,14.0,Full
2062,9.0,60.0,500.0,1176.0,,College,Multi-vehicle Collision,Total Loss,Ambulance,15.0,3.0,1.0,1.0,1000.0,0,0.0,40.0,Full
2063,19.0,40.0,2000.0,1169.0,,Bachelor,Multi-vehicle Collision,Major Loss,,12.0,3.0,1.0,1.0,8000.0,0,13.0,19.0,Full
2064,45.0,54.0,500.0,1391.0,,Bachelor,Multi-vehicle Collision,Total Loss,Other,13.0,3.0,1.0,1.0,1000.0,1,19.0,33.0,Full
2065,47.0,60.0,500.0,1661.0,,Bachelor,Single Vehicle Collision,Total Loss,,14.0,1.0,1.0,0.0,8000.0,0,4.0,39.0,Full
2066,86.0,27.0,2000.0,916.0,,MD,Multi-vehicle Collision,Major Loss,Ambulance,20.0,3.0,1.0,0.0,10000.0,0,4.0,8.0,Full
2067,80.0,25.0,1000.0,1605.0,,MD,Multi-vehicle Collision,Major Loss,Police,1.0,2.0,1.0,1.0,3000.0,0,15.0,6.0,Full
2068,117.0,47.0,1000.0,1477.0,,Masters,Parked Car,Total Loss,Ambulance,4.0,1.0,1.0,1.0,1000.0,0,9.0,31.0,Full
2069,6.0,32.0,2000.0,1372.0,,PhD,Vehicle Theft,Minor Loss,,22.0,1.0,1.0,1.0,9000.0,0,20.0,16.0,Full
2070,76.0,49.0,2000.0,1512.0,,PhD,Multi-vehicle Collision,Major Loss,Ambulance,16.0,3.0,1.0,1.0,6000.0,0,12.0,32.0,Full
2071,77.0,28.0,500.0,1422.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,4.0,3.0,1.0,1.0,9000.0,0,19.0,7.0,Full
2072,9.0,26.0,2000.0,1652.0,,High School,Parked Car,Total Loss,,5.0,1.0,1.0,1.0,9000.0,0,0.0,6.0,Full
2073,9.0,50.0,1000.0,868.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,0.0,3.0,1.0,1.0,9000.0,0,3.0,30.0,Full
2074,36.0,53.0,2000.0,849.0,,MD,Multi-vehicle Collision,Total Loss,Ambulance,4.0,3.0,1.0,0.0,6000.0,0,14.0,36.0,Full
2075,38.0,62.0,2000.0,1349.0,,High School,Single Vehicle Collision,Major Loss,Police,1.0,1.0,1.0,1.0,4000.0,0,8.0,41.0,Full
2076,66.0,53.0,2000.0,1330.0,,Bachelor,Multi-vehicle Collision,Total Loss,,10.0,3.0,1.0,0.0,3000.0,0,17.0,32.0,Full
2077,47.0,60.0,500.0,1544.0,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,10.0,4.0,1.0,1.0,6000.0,0,8.0,39.0,Full
2078,113.0,37.0,500.0,1520.0,,High School,Parked Car,Major Loss,Ambulance,8.0,1.0,1.0,0.0,4000.0,0,14.0,21.0,Full
2079,51.0,33.0,2000.0,1453.0,,Bachelor,Single Vehicle Collision,Major Loss,,9.0,1.0,0.0,0.0,7000.0,0,11.0,11.0,Full
