index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
4313,,36.0,,,none,Bachelor,none,none,none,,,,,4347.0,0,8.0,20.0,Full
4314,,52.0,,,none,PhD,none,none,none,,,,,105.0,0,10.0,34.0,Full
4315,,46.0,,,none,Masters,none,none,none,,,,,105.0,0,13.0,25.0,Full
4316,,46.0,,,none,High School,none,none,none,,,,,96.0,0,8.0,27.0,Full
4317,,41.0,,,none,Bachelor,none,none,none,,,,,99.0,0,10.0,23.0,Full
4318,,40.0,,,none,High School,none,none,none,,,,,23346.0,1,1.0,19.0,Full
4319,,49.0,,,none,High School,none,none,none,,,,,102.0,0,1.0,31.0,Full
4320,,51.0,,,none,Bachelor,none,none,none,,,,,98.0,0,8.0,32.0,Full
4321,,54.0,,,none,High School,none,none,none,,,,,8702.0,1,7.0,37.0,Full
4322,,58.0,,,none,PhD,none,none,none,,,,,103.0,0,14.0,37.0,Full
4323,,49.0,,,none,Masters,none,none,none,,,,,106.0,0,14.0,33.0,Full
4324,,33.0,,,none,High School,none,none,none,,,,,4589.0,0,1.0,11.0,Full
4325,,59.0,,,none,High School,none,none,none,,,,,100.0,0,4.0,37.0,Full
4326,,44.0,,,none,High School,none,none,none,,,,,103.0,1,5.0,27.0,Full
4327,,48.0,,,none,PhD,none,none,none,,,,,100.0,0,14.0,26.0,Full
4328,,53.0,,,none,PhD,none,none,none,,,,,94.0,0,16.0,36.0,Full
4329,,43.0,,,none,High School,none,none,none,,,,,102.0,0,1.0,22.0,Full
4330,,46.0,,,none,Masters,none,none,none,,,,,105.0,0,18.0,26.0,Full
4331,,51.0,,,none,High School,none,none,none,,,,,114.0,0,1.0,30.0,Full
4332,,60.0,,,none,Masters,none,none,none,,,,,4531.0,0,13.0,42.0,Full
4333,,26.0,,,none,Bachelor,none,none,none,,,,,101.0,0,10.0,10.0,Full
4334,,43.0,,,none,Masters,none,none,none,,,,,1432.0,0,19.0,24.0,Full
4335,,27.0,,,none,Bachelor,none,none,none,,,,,102.0,0,7.0,10.0,Full
4336,,54.0,,,none,PhD,none,none,none,,,,,109.0,0,16.0,34.0,Full
4337,,42.0,,,none,Bachelor,none,none,none,,,,,107.0,0,9.0,22.0,Full
4338,,32.0,,,none,Bachelor,none,none,none,,,,,4995.0,0,11.0,15.0,Full
4339,,45.0,,,none,High School,none,none,none,,,,,2189.0,0,1.0,23.0,Full
4340,,46.0,,,none,Masters,none,none,none,,,,,6796.0,1,11.0,25.0,Full
4341,,72.0,,,none,PhD,none,none,none,,,,,97.0,0,17.0,51.0,Full
4342,,57.0,,,none,PhD,none,none,none,,,,,107.0,0,12.0,36.0,Full
4343,,48.0,,,none,Bachelor,none,none,none,,,,,113.0,0,9.0,31.0,Full
4344,,44.0,,,none,High School,none,none,none,,,,,101.0,0,1.0,23.0,Full
4345,,51.0,,,none,Bachelor,none,none,none,,,,,3405.0,0,11.0,29.0,Full
4346,,42.0,,,none,High School,none,none,none,,,,,98.0,0,10.0,22.0,Full
4347,,37.0,,,none,High School,none,none,none,,,,,1498.0,0,1.0,19.0,Full
4348,,50.0,,,none,Bachelor,none,none,none,,,,,97.0,0,9.0,29.0,Full
4349,,38.0,,,none,High School,none,none,none,,,,,7919.0,1,9.0,18.0,Full
4350,,56.0,,,none,High School,none,none,none,,,,,94.0,0,8.0,36.0,Full
4351,,52.0,,,none,PhD,none,none,none,,,,,95.0,1,17.0,32.0,Full
4352,,30.0,,,none,High School,none,none,none,,,,,96.0,0,7.0,12.0,Full
4353,,38.0,,,none,Bachelor,none,none,none,,,,,103.0,0,13.0,20.0,Full
4354,,30.0,,,none,Masters,none,none,none,,,,,114.0,0,9.0,8.0,Full
4355,,45.0,,,none,High School,none,none,none,,,,,1680.0,0,6.0,24.0,Full
4356,,55.0,,,none,High School,none,none,none,,,,,102.0,0,6.0,37.0,Full
4357,,62.0,,,none,Bachelor,none,none,none,,,,,4252.0,1,1.0,43.0,Full
4358,,46.0,,,none,High School,none,none,none,,,,,94.0,0,8.0,27.0,Full
4359,,33.0,,,none,High School,none,none,none,,,,,96.0,0,1.0,11.0,Full
4360,,47.0,,,none,High School,none,none,none,,,,,115.0,0,1.0,28.0,Full
4361,,59.0,,,none,Bachelor,none,none,none,,,,,106.0,0,6.0,37.0,Full
4362,,53.0,,,none,Bachelor,none,none,none,,,,,100.0,0,11.0,34.0,Full
4363,,40.0,,,none,Masters,none,none,none,,,,,104.0,0,13.0,24.0,Full
4364,,35.0,,,none,Bachelor,none,none,none,,,,,107.0,0,12.0,19.0,Full
4365,,29.0,,,none,Bachelor,none,none,none,,,,,112.0,1,6.0,8.0,Full
4366,,44.0,,,none,PhD,none,none,none,,,,,104.0,0,16.0,28.0,Full
4367,,46.0,,,none,High School,none,none,none,,,,,8374.0,0,4.0,29.0,Full
4368,,50.0,,,none,PhD,none,none,none,,,,,95.0,0,15.0,34.0,Full
4369,,26.0,,,none,High School,none,none,none,,,,,19089.0,0,9.0,5.0,Full
4370,,40.0,,,none,High School,none,none,none,,,,,107.0,0,1.0,23.0,Full
4371,,45.0,,,none,PhD,none,none,none,,,,,106.0,0,17.0,25.0,Full
4372,,32.0,,,none,High School,none,none,none,,,,,103.0,0,1.0,16.0,Full
4373,,30.0,,,none,Masters,none,none,none,,,,,98.0,0,16.0,8.0,Full
4374,,40.0,,,none,Masters,none,none,none,,,,,3361.0,0,11.0,22.0,Full
4375,,45.0,,,none,High School,none,none,none,,,,,101.0,0,6.0,24.0,Full
4376,,55.0,,,none,High School,none,none,none,,,,,92.0,0,8.0,36.0,Full
4377,,53.0,,,none,Masters,none,none,none,,,,,113.0,0,13.0,36.0,Full
4378,,35.0,,,none,High School,none,none,none,,,,,2081.0,0,9.0,14.0,Full
4379,,40.0,,,none,High School,none,none,none,,,,,113.0,0,1.0,20.0,Full
4380,,39.0,,,none,Masters,none,none,none,,,,,7803.0,0,6.0,23.0,Full
4381,,51.0,,,none,PhD,none,none,none,,,,,97.0,0,16.0,32.0,Full
4382,,35.0,,,none,High School,none,none,none,,,,,111.0,0,1.0,17.0,Full
4383,,52.0,,,none,Masters,none,none,none,,,,,103.0,0,11.0,32.0,Full
4384,,45.0,,,none,Masters,none,none,none,,,,,102.0,0,13.0,24.0,Full
4385,,36.0,,,none,High School,none,none,none,,,,,98.0,0,1.0,18.0,Full
4386,,59.0,,,none,Masters,none,none,none,,,,,102.0,0,14.0,43.0,Full
4387,,54.0,,,none,PhD,none,none,none,,,,,107.0,0,10.0,37.0,Full
4388,,60.0,,,none,High School,none,none,none,,,,,5069.0,0,10.0,40.0,Full
4389,,61.0,,,none,Masters,none,none,none,,,,,107.0,0,7.0,45.0,Full
4390,,52.0,,,none,Bachelor,none,none,none,,,,,107.0,0,5.0,36.0,Full
4391,,37.0,,,none,High School,none,none,none,,,,,104.0,1,1.0,20.0,Full
4392,,52.0,,,none,PhD,none,none,none,,,,,99.0,0,8.0,35.0,Full
4393,,37.0,,,none,Bachelor,none,none,none,,,,,93.0,0,14.0,21.0,Full
4394,,43.0,,,none,High School,none,none,none,,,,,95.0,0,10.0,26.0,Full
4395,,51.0,,,none,High School,none,none,none,,,,,88.0,0,10.0,31.0,Full
4396,,43.0,,,none,High School,none,none,none,,,,,104.0,0,1.0,21.0,Full
4397,,42.0,,,none,High School,none,none,none,,,,,3865.0,0,8.0,25.0,Full
4398,,38.0,,,none,Bachelor,none,none,none,,,,,5603.0,1,12.0,18.0,Full
4399,,55.0,,,none,High School,none,none,none,,,,,101.0,0,9.0,39.0,Full
4400,,52.0,,,none,Masters,none,none,none,,,,,6597.0,0,14.0,33.0,Full
4401,,33.0,,,none,High School,none,none,none,,,,,5970.0,0,8.0,17.0,Full
4402,,48.0,,,none,Masters,none,none,none,,,,,97.0,0,8.0,26.0,Full
4403,,41.0,,,none,Bachelor,none,none,none,,,,,98.0,0,11.0,20.0,Full
4404,,48.0,,,none,High School,none,none,none,,,,,109.0,0,1.0,32.0,Full
4405,,55.0,,,none,PhD,none,none,none,,,,,103.0,0,13.0,39.0,Full
4406,,49.0,,,none,Bachelor,none,none,none,,,,,93.0,0,12.0,29.0,Full
4407,,25.0,,,none,High School,none,none,none,,,,,1133.0,0,6.0,6.0,Full
4408,,43.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,26.0,Full
4409,,45.0,,,none,High School,none,none,none,,,,,2960.0,1,1.0,27.0,Full
4410,,57.0,,,none,Masters,none,none,none,,,,,103.0,0,8.0,35.0,Full
4411,,40.0,,,none,Bachelor,none,none,none,,,,,3997.0,0,11.0,20.0,Full
4412,,53.0,,,none,Masters,none,none,none,,,,,4521.0,0,15.0,37.0,Full
4413,,50.0,,,none,Masters,none,none,none,,,,,4805.0,0,1.0,29.0,Full
4414,,41.0,,,none,Bachelor,none,none,none,,,,,95.0,0,10.0,25.0,Full
4415,,51.0,,,none,Bachelor,none,none,none,,,,,92.0,0,14.0,33.0,Full
4416,,36.0,,,none,Masters,none,none,none,,,,,107.0,0,8.0,19.0,Full
4417,,36.0,,,none,High School,none,none,none,,,,,316.0,0,1.0,17.0,Full
4418,,55.0,,,none,High School,none,none,none,,,,,101.0,0,1.0,34.0,Full
4419,,41.0,,,none,Masters,none,none,none,,,,,106.0,0,17.0,25.0,Full
4420,,55.0,,,none,Masters,none,none,none,,,,,103.0,0,13.0,37.0,Full
4421,,31.0,,,none,High School,none,none,none,,,,,117.0,0,1.0,10.0,Full
4422,,45.0,,,none,Bachelor,none,none,none,,,,,114.0,0,9.0,24.0,Full
4423,,48.0,,,none,Masters,none,none,none,,,,,91.0,0,15.0,32.0,Full
4424,,46.0,,,none,Masters,none,none,none,,,,,3858.0,0,14.0,24.0,Full
4425,,52.0,,,none,Bachelor,none,none,none,,,,,104.0,0,1.0,34.0,Full
4426,,42.0,,,none,Bachelor,none,none,none,,,,,108.0,0,7.0,25.0,Full
4427,,57.0,,,none,High School,none,none,none,,,,,101.0,0,1.0,39.0,Full
4428,,65.0,,,none,Masters,none,none,none,,,,,5257.0,1,9.0,49.0,Full
4429,,45.0,,,none,High School,none,none,none,,,,,96.0,0,6.0,25.0,Full
4430,,58.0,,,none,Masters,none,none,none,,,,,99.0,1,13.0,37.0,Full
4431,,38.0,,,none,High School,none,none,none,,,,,107.0,0,5.0,21.0,Full
4432,,43.0,,,none,Bachelor,none,none,none,,,,,5625.0,0,11.0,25.0,Full
4433,,45.0,,,none,High School,none,none,none,,,,,3321.0,0,1.0,25.0,Full
4434,,38.0,,,none,High School,none,none,none,,,,,107.0,0,7.0,19.0,Full
4435,,50.0,,,none,Bachelor,none,none,none,,,,,123.0,0,7.0,31.0,Full
4436,,39.0,,,none,Bachelor,none,none,none,,,,,100.0,0,8.0,17.0,Full
4437,,51.0,,,none,Masters,none,none,none,,,,,1465.0,0,17.0,33.0,Full
4438,,36.0,,,none,Bachelor,none,none,none,,,,,113.0,0,8.0,19.0,Full
4439,,46.0,,,none,Masters,none,none,none,,,,,96.0,0,18.0,30.0,Full
4440,,36.0,,,none,Masters,none,none,none,,,,,100.0,0,16.0,17.0,Full
4441,,29.0,,,none,PhD,none,none,none,,,,,96.0,0,12.0,9.0,Full
4442,,26.0,,,none,High School,none,none,none,,,,,120.0,0,7.0,4.0,P2
4443,,44.0,,,none,Masters,none,none,none,,,,,95.0,0,17.0,24.0,Full
4444,,52.0,,,none,PhD,none,none,none,,,,,115.0,0,20.0,32.0,Full
4445,,34.0,,,none,High School,none,none,none,,,,,2199.0,0,6.0,15.0,Full
4446,,53.0,,,none,Bachelor,none,none,none,,,,,102.0,0,1.0,35.0,Full
4447,,28.0,,,none,Masters,none,none,none,,,,,95.0,0,14.0,7.0,Full
4448,,56.0,,,none,High School,none,none,none,,,,,114.0,0,5.0,37.0,Full
4449,,57.0,,,none,Masters,none,none,none,,,,,101.0,0,20.0,40.0,Full
4450,,27.0,,,none,High School,none,none,none,,,,,3172.0,1,1.0,10.0,Full
4451,,40.0,,,none,Bachelor,none,none,none,,,,,98.0,0,12.0,22.0,Full
4452,,55.0,,,none,Masters,none,none,none,,,,,114.0,0,15.0,35.0,Full
4453,,43.0,,,none,High School,none,none,none,,,,,99.0,0,6.0,24.0,Full
4454,,47.0,,,none,PhD,none,none,none,,,,,101.0,0,17.0,29.0,Full
4455,,40.0,,,none,High School,none,none,none,,,,,100.0,0,1.0,18.0,Full
4456,,44.0,,,none,Masters,none,none,none,,,,,116.0,0,15.0,23.0,Full
4457,,40.0,,,none,High School,none,none,none,,,,,98.0,0,9.0,24.0,Full
4458,,38.0,,,none,Bachelor,none,none,none,,,,,115.0,0,7.0,21.0,Full
4459,,35.0,,,none,High School,none,none,none,,,,,101.0,0,6.0,19.0,Full
4460,,44.0,,,none,High School,none,none,none,,,,,112.0,1,5.0,28.0,Full
4461,,49.0,,,none,Bachelor,none,none,none,,,,,103.0,1,5.0,28.0,Full
4462,,55.0,,,none,Masters,none,none,none,,,,,93.0,1,14.0,36.0,Full
4463,,30.0,,,none,PhD,none,none,none,,,,,4206.0,1,17.0,9.0,Full
4464,,40.0,,,none,Bachelor,none,none,none,,,,,106.0,0,10.0,22.0,Full
4465,,30.0,,,none,Masters,none,none,none,,,,,103.0,0,16.0,14.0,Full
4466,,56.0,,,none,High School,none,none,none,,,,,97.0,0,5.0,40.0,Full
4467,,35.0,,,none,High School,none,none,none,,,,,1069.0,0,1.0,15.0,Full
4468,,42.0,,,none,High School,none,none,none,,,,,107.0,0,6.0,22.0,Full
4469,,43.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,27.0,Full
4470,,46.0,,,none,High School,none,none,none,,,,,8331.0,0,1.0,27.0,Full
4471,,58.0,,,none,High School,none,none,none,,,,,5141.0,1,1.0,36.0,Full
4472,,41.0,,,none,Masters,none,none,none,,,,,97.0,0,11.0,25.0,Full
4473,,39.0,,,none,PhD,none,none,none,,,,,107.0,0,17.0,17.0,Full
4474,,54.0,,,none,Bachelor,none,none,none,,,,,98.0,0,13.0,37.0,Full
4475,,30.0,,,none,Bachelor,none,none,none,,,,,4711.0,0,9.0,12.0,Full
4476,,42.0,,,none,Masters,none,none,none,,,,,113.0,0,14.0,23.0,Full
4477,,41.0,,,none,High School,none,none,none,,,,,115.0,0,4.0,19.0,Full
4478,,37.0,,,none,PhD,none,none,none,,,,,107.0,0,11.0,15.0,Full
4479,,47.0,,,none,Bachelor,none,none,none,,,,,115.0,0,1.0,26.0,Full
4480,,50.0,,,none,Bachelor,none,none,none,,,,,96.0,0,8.0,30.0,Full
4481,,41.0,,,none,Bachelor,none,none,none,,,,,107.0,0,7.0,19.0,Full
4482,,39.0,,,none,High School,none,none,none,,,,,99.0,0,5.0,18.0,Full
4483,,50.0,,,none,Masters,none,none,none,,,,,108.0,0,14.0,28.0,Full
4484,,41.0,,,none,High School,none,none,none,,,,,101.0,0,6.0,23.0,Full
4485,,38.0,,,none,Masters,none,none,none,,,,,4541.0,0,11.0,21.0,Full
4486,,45.0,,,none,Masters,none,none,none,,,,,107.0,0,13.0,26.0,Full
4487,,46.0,,,none,High School,none,none,none,,,,,110.0,0,1.0,27.0,Full
4488,,41.0,,,none,Bachelor,none,none,none,,,,,5101.0,0,11.0,19.0,Full
4489,,24.0,,,none,High School,none,none,none,,,,,1479.0,0,8.0,2.0,P1
4490,,38.0,,,none,High School,none,none,none,,,,,5015.0,1,7.0,19.0,Full
4491,,34.0,,,none,Bachelor,none,none,none,,,,,1682.0,0,1.0,14.0,Full
4492,,41.0,,,none,High School,none,none,none,,,,,4111.0,0,1.0,20.0,Full
4493,,41.0,,,none,Bachelor,none,none,none,,,,,85.0,0,9.0,23.0,Full
4494,,43.0,,,none,Bachelor,none,none,none,,,,,100.0,0,14.0,26.0,Full
4495,,30.0,,,none,High School,none,none,none,,,,,106.0,1,1.0,9.0,Full
4496,,45.0,,,none,High School,none,none,none,,,,,112.0,0,7.0,29.0,Full
4497,,38.0,,,none,Bachelor,none,none,none,,,,,100.0,1,5.0,22.0,Full
4498,,38.0,,,none,Bachelor,none,none,none,,,,,97.0,0,10.0,22.0,Full
4499,,42.0,,,none,Bachelor,none,none,none,,,,,93.0,0,11.0,20.0,Full
4500,,50.0,,,none,High School,none,none,none,,,,,112.0,0,1.0,28.0,Full
4501,,41.0,,,none,High School,none,none,none,,,,,108.0,0,1.0,23.0,Full
4502,,44.0,,,none,Bachelor,none,none,none,,,,,95.0,0,9.0,22.0,Full
4503,,54.0,,,none,Bachelor,none,none,none,,,,,2664.0,0,13.0,32.0,Full
4504,,58.0,,,none,High School,none,none,none,,,,,4383.0,1,8.0,36.0,Full
4505,,40.0,,,none,Masters,none,none,none,,,,,101.0,0,19.0,21.0,Full
4506,,45.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,28.0,Full
4507,,28.0,,,none,High School,none,none,none,,,,,103.0,0,1.0,7.0,Full
4508,,42.0,,,none,High School,none,none,none,,,,,96.0,1,8.0,22.0,Full
4509,,50.0,,,none,High School,none,none,none,,,,,6990.0,0,5.0,28.0,Full
4510,,51.0,,,none,High School,none,none,none,,,,,7055.0,1,1.0,30.0,Full
4511,,41.0,,,none,High School,none,none,none,,,,,102.0,0,1.0,22.0,Full
4512,,32.0,,,none,High School,none,none,none,,,,,1102.0,0,9.0,12.0,Full
4513,,31.0,,,none,High School,none,none,none,,,,,85.0,0,8.0,12.0,Full
4514,,60.0,,,none,Bachelor,none,none,none,,,,,97.0,0,7.0,44.0,Full
4515,,52.0,,,none,High School,none,none,none,,,,,99.0,0,4.0,33.0,Full
4516,,38.0,,,none,Masters,none,none,none,,,,,101.0,0,17.0,22.0,Full
4517,,53.0,,,none,High School,none,none,none,,,,,105.0,0,1.0,37.0,Full
4518,,43.0,,,none,High School,none,none,none,,,,,100.0,0,1.0,26.0,Full
4519,,35.0,,,none,High School,none,none,none,,,,,109.0,0,7.0,18.0,Full
4520,,39.0,,,none,High School,none,none,none,,,,,109.0,0,6.0,18.0,Full
4521,,45.0,,,none,High School,none,none,none,,,,,3440.0,0,5.0,25.0,Full
4522,,27.0,,,none,High School,none,none,none,,,,,5175.0,0,5.0,7.0,Full
4523,,27.0,,,none,High School,none,none,none,,,,,110.0,0,1.0,9.0,Full
4524,,46.0,,,none,Masters,none,none,none,,,,,99.0,0,12.0,28.0,Full
4525,,44.0,,,none,Masters,none,none,none,,,,,102.0,0,11.0,24.0,Full
4526,,43.0,,,none,High School,none,none,none,,,,,2850.0,0,1.0,26.0,Full
4527,,48.0,,,none,High School,none,none,none,,,,,109.0,0,1.0,32.0,Full
4528,,43.0,,,none,Bachelor,none,none,none,,,,,105.0,0,12.0,21.0,Full
4529,,54.0,,,none,High School,none,none,none,,,,,107.0,0,8.0,36.0,Full
4530,,41.0,,,none,Masters,none,none,none,,,,,3193.0,0,19.0,24.0,Full
4531,,44.0,,,none,High School,none,none,none,,,,,103.0,0,5.0,28.0,Full
4532,,46.0,,,none,High School,none,none,none,,,,,98.0,0,9.0,24.0,Full
4533,,42.0,,,none,PhD,none,none,none,,,,,96.0,0,14.0,21.0,Full
4534,,42.0,,,none,PhD,none,none,none,,,,,92.0,0,22.0,24.0,Full
4535,,44.0,,,none,Bachelor,none,none,none,,,,,99.0,0,14.0,27.0,Full
4536,,54.0,,,none,Bachelor,none,none,none,,,,,108.0,1,13.0,32.0,Full
4537,,50.0,,,none,Masters,none,none,none,,,,,3764.0,0,13.0,28.0,Full
4538,,24.0,,,none,High School,none,none,none,,,,,3310.0,0,8.0,4.0,P2
4539,,52.0,,,none,High School,none,none,none,,,,,96.0,0,9.0,35.0,Full
4540,,43.0,,,none,Bachelor,none,none,none,,,,,104.0,0,7.0,22.0,Full
4541,,28.0,,,none,High School,none,none,none,,,,,4704.0,0,1.0,10.0,Full
4542,,39.0,,,none,Bachelor,none,none,none,,,,,95.0,0,6.0,23.0,Full
4543,,28.0,,,none,Masters,none,none,none,,,,,91.0,1,18.0,10.0,Full
4544,,42.0,,,none,Bachelor,none,none,none,,,,,111.0,0,1.0,20.0,Full
4545,,49.0,,,none,High School,none,none,none,,,,,113.0,0,1.0,27.0,Full
4546,,37.0,,,none,High School,none,none,none,,,,,108.0,0,7.0,18.0,Full
4547,,31.0,,,none,Bachelor,none,none,none,,,,,116.0,1,3.0,10.0,Full
4548,,40.0,,,none,High School,none,none,none,,,,,108.0,0,1.0,20.0,Full
4549,,28.0,,,none,High School,none,none,none,,,,,845.0,0,9.0,9.0,Full
4550,,37.0,,,none,Bachelor,none,none,none,,,,,5297.0,1,4.0,19.0,Full
4551,,48.0,,,none,High School,none,none,none,,,,,105.0,0,7.0,30.0,Full
4552,,34.0,,,none,Bachelor,none,none,none,,,,,96.0,0,11.0,12.0,Full
4553,,41.0,,,none,Bachelor,none,none,none,,,,,93.0,0,9.0,24.0,Full
4554,,45.0,,,none,Bachelor,none,none,none,,,,,100.0,1,1.0,23.0,Full
4555,,38.0,,,none,PhD,none,none,none,,,,,102.0,1,18.0,21.0,Full
4556,,55.0,,,none,Masters,none,none,none,,,,,104.0,0,17.0,36.0,Full
4557,,58.0,,,none,Masters,none,none,none,,,,,2719.0,0,16.0,37.0,Full
4558,,53.0,,,none,High School,none,none,none,,,,,95.0,0,8.0,36.0,Full
4559,,56.0,,,none,Masters,none,none,none,,,,,117.0,0,1.0,39.0,Full
4560,,45.0,,,none,Masters,none,none,none,,,,,1911.0,0,14.0,26.0,Full
4561,,42.0,,,none,High School,none,none,none,,,,,61678.0,1,5.0,25.0,Full
4562,,40.0,,,none,High School,none,none,none,,,,,110.0,0,5.0,21.0,Full
4563,,38.0,,,none,High School,none,none,none,,,,,105.0,0,6.0,22.0,Full
4564,,42.0,,,none,Bachelor,none,none,none,,,,,3143.0,0,6.0,23.0,Full
4565,,37.0,,,none,High School,none,none,none,,,,,3348.0,0,9.0,20.0,Full
4566,,37.0,,,none,High School,none,none,none,,,,,9467.0,0,6.0,16.0,Full
4567,,34.0,,,none,High School,none,none,none,,,,,1729.0,0,1.0,12.0,Full
4568,,31.0,,,none,High School,none,none,none,,,,,105.0,0,1.0,11.0,Full
4569,,41.0,,,none,PhD,none,none,none,,,,,105.0,0,8.0,21.0,Full
4570,,25.0,,,none,High School,none,none,none,,,,,2912.0,0,9.0,3.0,P2
4571,,52.0,,,none,Masters,none,none,none,,,,,103.0,0,11.0,33.0,Full
4572,,48.0,,,none,High School,none,none,none,,,,,101.0,0,6.0,27.0,Full
4573,,40.0,,,none,High School,none,none,none,,,,,114.0,0,1.0,20.0,Full
4574,,55.0,,,none,Masters,none,none,none,,,,,96.0,0,15.0,34.0,Full
4575,,44.0,,,none,High School,none,none,none,,,,,110.0,0,1.0,22.0,Full
4576,,37.0,,,none,High School,none,none,none,,,,,96.0,0,8.0,17.0,Full
4577,,41.0,,,none,Bachelor,none,none,none,,,,,3107.0,0,8.0,24.0,Full
4578,,46.0,,,none,PhD,none,none,none,,,,,96.0,0,15.0,30.0,Full
4579,,51.0,,,none,Bachelor,none,none,none,,,,,104.0,1,8.0,35.0,Full
4580,,56.0,,,none,High School,none,none,none,,,,,159.0,0,1.0,39.0,Full
4581,,33.0,,,none,High School,none,none,none,,,,,106.0,0,1.0,12.0,Full
4582,,40.0,,,none,Masters,none,none,none,,,,,100.0,0,15.0,24.0,Full
4583,,60.0,,,none,Masters,none,none,none,,,,,1200.0,0,13.0,38.0,Full
4584,,34.0,,,none,High School,none,none,none,,,,,107.0,0,5.0,15.0,Full
4585,,40.0,,,none,High School,none,none,none,,,,,920.0,1,2.0,24.0,Full
4586,,44.0,,,none,High School,none,none,none,,,,,101.0,0,6.0,22.0,Full
4587,,39.0,,,none,High School,none,none,none,,,,,111.0,0,8.0,19.0,Full
4588,,44.0,,,none,Bachelor,none,none,none,,,,,97.0,0,7.0,27.0,Full
4589,,57.0,,,none,Bachelor,none,none,none,,,,,3235.0,0,5.0,39.0,Full
4590,,44.0,,,none,Bachelor,none,none,none,,,,,100.0,0,11.0,22.0,Full
4591,,52.0,,,none,Bachelor,none,none,none,,,,,113.0,0,1.0,32.0,Full
4592,,33.0,,,none,Masters,none,none,none,,,,,102.0,0,10.0,13.0,Full
4593,,47.0,,,none,Bachelor,none,none,none,,,,,3027.0,0,12.0,28.0,Full
4594,,51.0,,,none,High School,none,none,none,,,,,112.0,0,1.0,33.0,Full
4595,,47.0,,,none,High School,none,none,none,,,,,97.0,0,7.0,28.0,Full
4596,,51.0,,,none,Bachelor,none,none,none,,,,,96.0,0,1.0,34.0,Full
4597,,40.0,,,none,High School,none,none,none,,,,,98.0,0,1.0,18.0,Full
4598,,19.0,,,none,High School,none,none,none,,,,,95.0,0,13.0,1.0,P1
4599,,59.0,,,none,Bachelor,none,none,none,,,,,101.0,0,10.0,38.0,Full
4600,,45.0,,,none,Masters,none,none,none,,,,,117.0,0,10.0,28.0,Full
4601,,39.0,,,none,High School,none,none,none,,,,,3766.0,0,6.0,23.0,Full
4602,,42.0,,,none,Masters,none,none,none,,,,,92.0,0,20.0,22.0,Full
4603,,44.0,,,none,High School,none,none,none,,,,,1493.0,0,1.0,28.0,Full
4604,,51.0,,,none,Bachelor,none,none,none,,,,,99.0,0,14.0,34.0,Full
4605,,38.0,,,none,Bachelor,none,none,none,,,,,116.0,0,7.0,19.0,Full
4606,,46.0,,,none,Masters,none,none,none,,,,,101.0,0,21.0,24.0,Full
4607,,38.0,,,none,Bachelor,none,none,none,,,,,8714.0,0,17.0,17.0,Full
4608,,38.0,,,none,Bachelor,none,none,none,,,,,93.0,0,8.0,18.0,Full
4609,,62.0,,,none,Bachelor,none,none,none,,,,,109.0,0,1.0,40.0,Full
4610,,51.0,,,none,Bachelor,none,none,none,,,,,1488.0,0,9.0,31.0,Full
4611,,54.0,,,none,High School,none,none,none,,,,,99.0,0,1.0,36.0,Full
4612,,22.0,,,none,High School,none,none,none,,,,,6407.0,0,1.0,1.0,P1
4613,,55.0,,,none,PhD,none,none,none,,,,,115.0,0,14.0,39.0,Full
4614,,47.0,,,none,PhD,none,none,none,,,,,110.0,0,7.0,26.0,Full
4615,,37.0,,,none,Bachelor,none,none,none,,,,,378.0,0,12.0,20.0,Full
4616,,41.0,,,none,Bachelor,none,none,none,,,,,3424.0,0,14.0,24.0,Full
4617,,39.0,,,none,High School,none,none,none,,,,,3731.0,0,7.0,17.0,Full
4618,,32.0,,,none,Bachelor,none,none,none,,,,,109.0,0,13.0,15.0,Full
4619,,64.0,,,none,Masters,none,none,none,,,,,3504.0,0,15.0,47.0,Full
4620,,58.0,,,none,High School,none,none,none,,,,,96.0,0,6.0,39.0,Full
4621,,35.0,,,none,High School,none,none,none,,,,,2531.0,0,1.0,13.0,Full
4622,,55.0,,,none,PhD,none,none,none,,,,,96.0,0,11.0,34.0,Full
4623,,29.0,,,none,High School,none,none,none,,,,,96.0,0,1.0,12.0,Full
4624,,36.0,,,none,Masters,none,none,none,,,,,98.0,0,10.0,17.0,Full
4625,,61.0,,,none,PhD,none,none,none,,,,,107.0,0,12.0,40.0,Full
4626,,55.0,,,none,PhD,none,none,none,,,,,98.0,0,12.0,36.0,Full
4627,,50.0,,,none,High School,none,none,none,,,,,96.0,0,1.0,32.0,Full
4628,,57.0,,,none,Masters,none,none,none,,,,,112.0,0,9.0,39.0,Full
4629,,56.0,,,none,High School,none,none,none,,,,,7042.0,0,10.0,40.0,Full
4630,,47.0,,,none,Bachelor,none,none,none,,,,,100.0,0,12.0,30.0,Full
4631,,45.0,,,none,Masters,none,none,none,,,,,102.0,0,13.0,26.0,Full
4632,,57.0,,,none,Masters,none,none,none,,,,,103.0,0,19.0,39.0,Full
