index,timeascustomer,driverage,insuranceaccess,insurancepremium,drivergender,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,fraud,vehicleage,driverexperience,licencetype
936,154.0,34.0,1000.0,1041.0,1.0,JD,Multi-vehicle Collision,Total Loss,Other,18.0,4.0,2.0,1.0,74360.0,1,10.0,13.0,Full
937,204.0,40.0,1000.0,1694.0,0.0,High School,Single Vehicle Collision,Minor Damage,Police,6.0,1.0,1.0,0.0,53400.0,0,12.0,18.0,Full
938,458.0,59.0,1000.0,1686.0,1.0,High School,Single Vehicle Collision,Total Loss,Police,23.0,1.0,2.0,1.0,71800.0,0,20.0,37.0,Full
939,147.0,31.0,500.0,1055.0,1.0,PhD,Single Vehicle Collision,Major Damage,Other,4.0,1.0,0.0,0.0,68240.0,1,2.0,9.0,Full
940,279.0,45.0,2000.0,1334.0,1.0,MD,Multi-vehicle Collision,Major Damage,Other,21.0,3.0,1.0,0.0,61050.0,1,4.0,26.0,Full
941,308.0,47.0,1000.0,1014.0,1.0,Associate,Parked Car,Minor Damage,,7.0,1.0,1.0,1.0,5590.0,0,13.0,29.0,Full
942,284.0,48.0,500.0,958.0,1.0,PhD,Multi-vehicle Collision,Major Damage,Fire,19.0,3.0,0.0,0.0,46860.0,0,17.0,27.0,Full
943,108.0,31.0,2000.0,1112.0,1.0,PhD,Parked Car,Minor Damage,,5.0,1.0,1.0,0.0,4290.0,0,17.0,9.0,Full
944,421.0,57.0,2000.0,1206.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Police,22.0,3.0,0.0,0.0,78500.0,0,0.0,39.0,Full
945,266.0,42.0,1000.0,764.0,0.0,Associate,Single Vehicle Collision,Total Loss,Police,12.0,1.0,1.0,1.0,70830.0,0,10.0,24.0,Full
946,412.0,56.0,500.0,1043.0,0.0,High School,Multi-vehicle Collision,Total Loss,Police,19.0,3.0,0.0,0.0,68040.0,0,18.0,37.0,Full
947,31.0,32.0,2000.0,1263.0,1.0,JD,Single Vehicle Collision,Major Damage,Fire,10.0,1.0,2.0,0.0,63600.0,1,18.0,14.0,Full
948,465.0,63.0,500.0,1007.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Other,7.0,1.0,0.0,0.0,43560.0,0,0.0,43.0,Full
949,126.0,31.0,1000.0,1328.0,0.0,Masters,Single Vehicle Collision,Total Loss,Police,17.0,1.0,1.0,0.0,60840.0,0,4.0,10.0,Full
950,407.0,55.0,1000.0,1250.0,1.0,PhD,Multi-vehicle Collision,Total Loss,Police,0.0,3.0,2.0,1.0,68160.0,0,5.0,38.0,Full
951,101.0,27.0,500.0,983.0,1.0,College,Parked Car,Minor Damage,,9.0,1.0,1.0,0.0,5170.0,0,14.0,8.0,Full
952,187.0,37.0,1000.0,1412.0,1.0,Masters,Single Vehicle Collision,Total Loss,Ambulance,21.0,1.0,0.0,0.0,57700.0,0,15.0,21.0,Full
953,252.0,46.0,2000.0,1067.0,1.0,JD,Multi-vehicle Collision,Total Loss,Other,22.0,3.0,0.0,0.0,89520.0,0,1.0,25.0,Full
954,229.0,43.0,2000.0,1586.0,0.0,High School,Vehicle Theft,Minor Damage,,3.0,1.0,1.0,1.0,4620.0,0,3.0,23.0,Full
955,246.0,39.0,1000.0,1416.0,1.0,JD,Single Vehicle Collision,Minor Damage,Ambulance,16.0,1.0,0.0,0.0,45180.0,0,11.0,18.0,Full
956,190.0,38.0,500.0,1246.0,0.0,JD,Single Vehicle Collision,Total Loss,Other,14.0,1.0,0.0,0.0,45100.0,0,2.0,19.0,Full
957,95.0,32.0,2000.0,1357.0,0.0,Masters,Multi-vehicle Collision,Total Loss,Police,21.0,3.0,0.0,1.0,83160.0,0,12.0,15.0,Full
958,205.0,42.0,2000.0,1388.0,1.0,High School,Single Vehicle Collision,Minor Damage,Police,19.0,1.0,2.0,0.0,86130.0,0,20.0,23.0,Full
959,41.0,25.0,1000.0,1004.0,0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,13.0,3.0,1.0,0.0,48000.0,0,20.0,3.0,P2
960,137.0,35.0,500.0,1107.0,1.0,High School,Vehicle Theft,Minor Damage,Police,21.0,1.0,0.0,1.0,3300.0,0,7.0,15.0,Full
961,194.0,34.0,500.0,1430.0,1.0,JD,Multi-vehicle Collision,Minor Damage,Ambulance,11.0,3.0,1.0,1.0,57200.0,0,10.0,14.0,Full
962,128.0,35.0,1000.0,1075.0,1.0,Associate,Vehicle Theft,Trivial Damage,Police,16.0,1.0,2.0,0.0,7590.0,0,3.0,14.0,Full
963,150.0,37.0,1000.0,1007.0,1.0,PhD,Single Vehicle Collision,Total Loss,Police,9.0,1.0,0.0,0.0,80080.0,0,2.0,21.0,Full
964,104.0,30.0,500.0,1053.0,1.0,MD,Vehicle Theft,Minor Damage,Police,8.0,1.0,0.0,1.0,4800.0,0,9.0,12.0,Full
965,163.0,37.0,1000.0,1200.0,1.0,High School,Vehicle Theft,Minor Damage,Police,7.0,1.0,2.0,1.0,3900.0,1,7.0,20.0,Full
966,80.0,26.0,1000.0,1343.0,0.0,Masters,Single Vehicle Collision,Minor Damage,Other,12.0,1.0,0.0,0.0,90400.0,0,20.0,5.0,Full
967,65.0,29.0,2000.0,1442.0,1.0,MD,Multi-vehicle Collision,Minor Damage,Other,21.0,3.0,0.0,0.0,62900.0,0,17.0,7.0,Full
968,179.0,32.0,1000.0,1433.0,1.0,Associate,Single Vehicle Collision,Major Damage,Police,4.0,1.0,1.0,0.0,54200.0,1,1.0,12.0,Full
969,372.0,50.0,2000.0,1369.0,1.0,MD,Multi-vehicle Collision,Major Damage,Police,18.0,3.0,2.0,1.0,51800.0,0,12.0,30.0,Full
970,398.0,55.0,500.0,862.0,0.0,High School,Vehicle Theft,Trivial Damage,Police,7.0,1.0,2.0,0.0,6600.0,0,3.0,38.0,Full
971,213.0,35.0,500.0,871.0,0.0,MD,Single Vehicle Collision,Total Loss,Fire,13.0,1.0,2.0,1.0,74140.0,0,8.0,14.0,Full
972,79.0,25.0,500.0,1863.0,1.0,Associate,Single Vehicle Collision,Total Loss,Fire,0.0,1.0,2.0,0.0,67800.0,0,20.0,3.0,P2
973,232.0,44.0,2000.0,1182.0,0.0,College,Single Vehicle Collision,Major Damage,Fire,22.0,1.0,1.0,1.0,55400.0,1,13.0,24.0,Full
974,230.0,37.0,1000.0,1061.0,0.0,PhD,Single Vehicle Collision,Major Damage,Ambulance,15.0,1.0,2.0,0.0,49100.0,1,19.0,21.0,Full
975,234.0,41.0,500.0,952.0,1.0,JD,Multi-vehicle Collision,Major Damage,Police,3.0,3.0,2.0,0.0,98280.0,1,8.0,25.0,Full
976,240.0,40.0,500.0,1534.0,1.0,JD,Multi-vehicle Collision,Total Loss,Fire,18.0,2.0,0.0,0.0,66550.0,0,7.0,22.0,Full
977,143.0,33.0,1000.0,1200.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Fire,17.0,3.0,2.0,0.0,70400.0,0,13.0,11.0,Full
978,266.0,42.0,500.0,1094.0,0.0,Associate,Multi-vehicle Collision,Major Damage,Ambulance,18.0,3.0,1.0,0.0,53280.0,1,0.0,21.0,Full
979,89.0,32.0,1000.0,989.0,1.0,High School,Single Vehicle Collision,Total Loss,Other,11.0,1.0,2.0,1.0,84590.0,0,16.0,11.0,Full
980,229.0,37.0,1000.0,1332.0,1.0,Masters,Single Vehicle Collision,Total Loss,Other,17.0,1.0,0.0,1.0,54560.0,0,11.0,16.0,Full
981,245.0,40.0,1000.0,1361.0,0.0,PhD,Single Vehicle Collision,Minor Damage,Ambulance,12.0,1.0,0.0,1.0,82170.0,0,16.0,21.0,Full
982,50.0,44.0,2000.0,1189.0,0.0,College,Multi-vehicle Collision,Total Loss,Police,15.0,3.0,1.0,0.0,61100.0,0,7.0,27.0,Full
983,230.0,43.0,2000.0,1102.0,0.0,High School,Multi-vehicle Collision,Minor Damage,Police,0.0,3.0,0.0,1.0,51900.0,1,4.0,27.0,Full
984,17.0,39.0,1000.0,841.0,1.0,JD,Parked Car,Trivial Damage,Police,9.0,1.0,2.0,0.0,3440.0,0,13.0,23.0,Full
985,163.0,36.0,1000.0,1503.0,0.0,MD,Single Vehicle Collision,Total Loss,Ambulance,1.0,1.0,2.0,0.0,51390.0,0,2.0,20.0,Full
986,29.0,32.0,1000.0,1722.0,0.0,High School,Single Vehicle Collision,Major Damage,Other,22.0,1.0,0.0,0.0,76900.0,0,20.0,16.0,Full
987,232.0,42.0,500.0,944.0,0.0,College,Single Vehicle Collision,Minor Damage,Other,11.0,1.0,2.0,0.0,77000.0,1,0.0,20.0,Full
988,235.0,39.0,2000.0,1454.0,0.0,JD,Single Vehicle Collision,Major Damage,Other,10.0,1.0,0.0,0.0,60320.0,1,3.0,21.0,Full
989,295.0,46.0,500.0,1673.0,1.0,High School,Single Vehicle Collision,Minor Damage,Fire,5.0,1.0,1.0,0.0,60700.0,0,18.0,26.0,Full
990,22.0,21.0,1000.0,1248.0,1.0,High School,Multi-vehicle Collision,Total Loss,Police,3.0,3.0,1.0,0.0,53280.0,0,0.0,0.0,Ls
991,286.0,43.0,500.0,1564.0,1.0,MD,Single Vehicle Collision,Minor Damage,Fire,18.0,1.0,2.0,1.0,34290.0,0,2.0,27.0,Full
992,257.0,44.0,1000.0,1281.0,0.0,MD,Single Vehicle Collision,Total Loss,Other,21.0,1.0,0.0,0.0,46980.0,0,13.0,23.0,Full
993,94.0,26.0,500.0,723.0,0.0,MD,Multi-vehicle Collision,Major Damage,Fire,6.0,3.0,1.0,1.0,36700.0,0,5.0,8.0,Full
994,124.0,28.0,1000.0,1235.0,0.0,MD,Multi-vehicle Collision,Total Loss,Other,20.0,3.0,0.0,0.0,60200.0,0,3.0,6.0,Full
995,141.0,30.0,1000.0,1347.0,0.0,High School,Parked Car,Minor Damage,,6.0,1.0,1.0,1.0,6480.0,0,19.0,11.0,Full
996,3.0,38.0,1000.0,1311.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Fire,20.0,1.0,0.0,0.0,87200.0,0,9.0,17.0,Full
997,285.0,41.0,1000.0,1437.0,1.0,PhD,Single Vehicle Collision,Major Damage,Fire,23.0,1.0,2.0,0.0,108480.0,0,0.0,21.0,Full
998,130.0,34.0,500.0,1383.0,1.0,Masters,Multi-vehicle Collision,Minor Damage,Police,4.0,3.0,2.0,1.0,67500.0,0,19.0,15.0,Full
999,458.0,62.0,2000.0,1357.0,0.0,Associate,Single Vehicle Collision,Major Damage,Other,2.0,1.0,0.0,1.0,46980.0,0,17.0,42.0,Full
1000,456.0,60.0,1000.0,766.0,1.0,Associate,Parked Car,Minor Damage,Police,6.0,1.0,0.0,0.0,5060.0,0,8.0,39.0,Full
1001,97.0,35.0,500.0,1005.0,,High School,Single Vehicle Collision,Total Loss,Police,10.0,1.0,0.0,1.0,8000.0,0,14.0,15.0,Full
1002,118.0,27.0,2000.0,986.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,22.0,1.0,0.0,1.0,5000.0,0,17.0,6.0,Full
1003,39.0,42.0,2000.0,1214.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,3.0,1.0,1.0,1.0,8000.0,1,3.0,26.0,Full
1004,48.0,57.0,500.0,1545.0,,,Single Vehicle Collision,Minor Loss,Police,22.0,1.0,0.0,1.0,9000.0,0,15.0,38.0,Full
1005,69.0,45.0,1000.0,1399.0,,High School,Single Vehicle Collision,Total Loss,Ambulance,20.0,1.0,0.0,1.0,8000.0,0,14.0,26.0,Full
1006,66.0,62.0,2000.0,1069.0,,Masters,Single Vehicle Collision,Minor Loss,Police,14.0,1.0,0.0,1.0,2000.0,0,11.0,43.0,Full
1007,39.0,31.0,1000.0,1413.0,,High School,Single Vehicle Collision,Major Loss,Police,0.0,1.0,0.0,0.0,7000.0,1,12.0,14.0,Full
1008,88.0,51.0,1000.0,1404.0,,College,Vehicle Theft,Minor Loss,Ambulance,13.0,1.0,0.0,0.0,10000.0,0,2.0,32.0,Full
1009,34.0,43.0,1000.0,994.0,,College,Parked Car,Major Loss,Ambulance,21.0,1.0,0.0,0.0,9000.0,0,12.0,22.0,Full
1010,102.0,47.0,500.0,1113.0,,High School,Multi-vehicle Collision,Total Loss,Police,7.0,3.0,1.0,1.0,2000.0,0,7.0,29.0,Full
1011,36.0,33.0,2000.0,1202.0,,High School,Single Vehicle Collision,Major Loss,Police,15.0,1.0,1.0,1.0,7000.0,0,18.0,13.0,Full
1012,69.0,50.0,1000.0,1312.0,,Bachelor,Single Vehicle Collision,Total Loss,,0.0,1.0,1.0,1.0,6000.0,0,6.0,28.0,Full
1013,35.0,34.0,500.0,1520.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,9.0,1.0,0.0,1.0,1000.0,0,11.0,18.0,Full
1014,21.0,61.0,2000.0,984.0,,College,Parked Car,Minor Loss,,4.0,1.0,0.0,1.0,10000.0,0,8.0,45.0,Full
1015,64.0,55.0,1000.0,1402.0,,MD,Multi-vehicle Collision,Total Loss,Ambulance,13.0,3.0,0.0,1.0,9000.0,0,18.0,35.0,Full
1016,114.0,50.0,1000.0,1638.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,23.0,3.0,0.0,1.0,1000.0,0,5.0,32.0,Full
1017,72.0,39.0,500.0,1534.0,,MD,Multi-vehicle Collision,Total Loss,,8.0,3.0,1.0,1.0,7000.0,0,1.0,22.0,Full
1018,51.0,57.0,500.0,1615.0,,High School,Vehicle Theft,Major Loss,Ambulance,0.0,1.0,1.0,1.0,6000.0,0,15.0,35.0,Full
1019,27.0,62.0,500.0,1293.0,,Masters,Single Vehicle Collision,Total Loss,Police,12.0,1.0,0.0,1.0,3000.0,0,8.0,40.0,Full
1020,119.0,41.0,1000.0,1333.0,,Bachelor,Vehicle Theft,Minor Loss,Other,23.0,1.0,0.0,0.0,5000.0,0,12.0,25.0,Full
1021,41.0,30.0,1000.0,1099.0,,PhD,Parked Car,Minor Loss,,9.0,1.0,1.0,1.0,5000.0,0,0.0,13.0,Full
1022,93.0,39.0,500.0,1555.0,,High School,Single Vehicle Collision,Minor Loss,Police,5.0,1.0,1.0,1.0,4000.0,0,20.0,18.0,Full
1023,9.0,49.0,500.0,969.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,16.0,1.0,0.0,1.0,4000.0,0,18.0,32.0,Full
1024,88.0,35.0,500.0,1325.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,6.0,1.0,0.0,1.0,1000.0,0,12.0,14.0,Full
1025,14.0,33.0,2000.0,1349.0,,,Multi-vehicle Collision,Total Loss,,1.0,3.0,0.0,1.0,4000.0,0,0.0,17.0,Full
1026,21.0,27.0,500.0,854.0,,,Single Vehicle Collision,Minor Loss,Other,6.0,1.0,1.0,0.0,7000.0,0,7.0,10.0,Full
1027,14.0,41.0,500.0,944.0,,Bachelor,Multi-vehicle Collision,Total Loss,Other,10.0,3.0,1.0,0.0,3000.0,0,20.0,21.0,Full
1028,77.0,59.0,500.0,1147.0,,MD,Parked Car,Major Loss,,11.0,1.0,0.0,0.0,5000.0,0,13.0,40.0,Full
1029,22.0,32.0,500.0,1106.0,,MD,Single Vehicle Collision,Major Loss,Other,7.0,1.0,1.0,1.0,1000.0,0,3.0,16.0,Full
1030,88.0,37.0,2000.0,1632.0,,PhD,Multi-vehicle Collision,Major Loss,Other,15.0,3.0,0.0,1.0,5000.0,0,9.0,18.0,Full
1031,31.0,54.0,500.0,1480.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,7.0,3.0,0.0,1.0,1000.0,0,20.0,33.0,Full
1032,106.0,26.0,2000.0,1084.0,,Bachelor,Single Vehicle Collision,Total Loss,Other,0.0,1.0,1.0,1.0,5000.0,0,10.0,4.0,P2
1033,50.0,35.0,500.0,898.0,,Bachelor,Single Vehicle Collision,Minor Loss,,2.0,1.0,0.0,1.0,6000.0,1,0.0,19.0,Full
1034,95.0,50.0,500.0,851.0,,PhD,Single Vehicle Collision,Total Loss,Ambulance,10.0,1.0,0.0,1.0,4000.0,0,12.0,32.0,Full
1035,30.0,29.0,2000.0,1274.0,,High School,Multi-vehicle Collision,Minor Loss,,23.0,3.0,1.0,1.0,2000.0,0,5.0,10.0,Full
1036,95.0,57.0,1000.0,881.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,18.0,1.0,1.0,1.0,1000.0,0,2.0,41.0,Full
1037,17.0,39.0,500.0,1560.0,,High School,Single Vehicle Collision,Major Loss,Other,6.0,1.0,0.0,1.0,4000.0,1,8.0,22.0,Full
1038,7.0,31.0,1000.0,1610.0,,MD,Single Vehicle Collision,Minor Loss,Police,1.0,1.0,1.0,1.0,4000.0,0,11.0,12.0,Full
1039,38.0,36.0,500.0,1614.0,,High School,Parked Car,Total Loss,Police,1.0,1.0,1.0,0.0,6000.0,0,0.0,15.0,Full
1040,117.0,64.0,2000.0,1127.0,,High School,Single Vehicle Collision,Major Loss,Police,3.0,1.0,0.0,1.0,2000.0,0,11.0,45.0,Full
1041,117.0,29.0,2000.0,1386.0,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,5.0,3.0,1.0,0.0,5000.0,0,10.0,10.0,Full
1042,115.0,62.0,500.0,1238.0,,High School,Single Vehicle Collision,Minor Loss,,0.0,1.0,0.0,0.0,3000.0,0,16.0,40.0,Full
1043,22.0,28.0,2000.0,1495.0,,Bachelor,Single Vehicle Collision,Total Loss,Other,22.0,1.0,0.0,1.0,5000.0,0,8.0,12.0,Full
1044,74.0,37.0,2000.0,1276.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,3.0,3.0,0.0,1.0,8000.0,1,11.0,20.0,Full
1045,80.0,28.0,1000.0,1153.0,,High School,Single Vehicle Collision,Minor Loss,,12.0,1.0,1.0,0.0,6000.0,0,15.0,11.0,Full
1046,67.0,42.0,1000.0,1325.0,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,19.0,1.0,1.0,1.0,3000.0,0,18.0,25.0,Full
1047,101.0,46.0,1000.0,1460.0,,Bachelor,Multi-vehicle Collision,Major Loss,Police,8.0,3.0,0.0,0.0,4000.0,0,7.0,30.0,Full
1048,75.0,61.0,500.0,1369.0,,High School,Multi-vehicle Collision,Total Loss,Other,20.0,3.0,1.0,0.0,5000.0,0,12.0,43.0,Full
1049,23.0,56.0,1000.0,1256.0,,PhD,Multi-vehicle Collision,Total Loss,Ambulance,1.0,3.0,0.0,0.0,8000.0,0,14.0,36.0,Full
1050,50.0,51.0,1000.0,1166.0,,Bachelor,Multi-vehicle Collision,Major Loss,Other,12.0,3.0,0.0,0.0,6000.0,0,0.0,32.0,Full
1051,72.0,33.0,1000.0,981.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,23.0,1.0,1.0,0.0,1000.0,0,16.0,11.0,Full
1052,111.0,44.0,2000.0,1090.0,,Masters,Single Vehicle Collision,Major Loss,Police,14.0,1.0,1.0,0.0,4000.0,0,7.0,25.0,Full
1053,64.0,63.0,2000.0,1653.0,,,Parked Car,Major Loss,,11.0,1.0,1.0,0.0,8000.0,0,13.0,45.0,Full
1054,97.0,53.0,2000.0,1052.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,12.0,3.0,0.0,1.0,10000.0,0,9.0,33.0,Full
1055,56.0,57.0,2000.0,1306.0,,MD,Multi-vehicle Collision,Minor Loss,,6.0,4.0,0.0,1.0,4000.0,0,14.0,39.0,Full
1056,73.0,55.0,500.0,1260.0,,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,21.0,3.0,1.0,1.0,1000.0,0,15.0,39.0,Full
1057,32.0,40.0,1000.0,1215.0,,High School,Single Vehicle Collision,Major Loss,Police,9.0,1.0,1.0,1.0,4000.0,0,4.0,24.0,Full
1058,71.0,29.0,2000.0,1455.0,,Masters,Multi-vehicle Collision,Minor Loss,,5.0,3.0,1.0,1.0,7000.0,0,13.0,9.0,Full
1059,41.0,47.0,1000.0,1524.0,,Masters,Single Vehicle Collision,Major Loss,Ambulance,11.0,1.0,1.0,0.0,5000.0,0,17.0,26.0,Full
1060,97.0,61.0,500.0,1251.0,,Masters,Multi-vehicle Collision,Total Loss,,9.0,3.0,1.0,1.0,1000.0,0,4.0,40.0,Full
1061,101.0,47.0,1000.0,1249.0,,Masters,Multi-vehicle Collision,Minor Loss,Police,6.0,3.0,0.0,1.0,6000.0,0,15.0,25.0,Full
1062,39.0,47.0,500.0,1671.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,3.0,1.0,1.0,4000.0,0,13.0,31.0,Full
1063,17.0,28.0,500.0,1350.0,,High School,Single Vehicle Collision,Total Loss,,9.0,1.0,1.0,0.0,8000.0,0,20.0,8.0,Full
1064,6.0,58.0,1000.0,1360.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,15.0,3.0,1.0,1.0,2000.0,0,5.0,41.0,Full
1065,23.0,46.0,1000.0,944.0,,Bachelor,Multi-vehicle Collision,Major Loss,,14.0,3.0,1.0,0.0,9000.0,0,3.0,26.0,Full
1066,38.0,61.0,500.0,1104.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,11.0,3.0,0.0,1.0,2000.0,0,6.0,44.0,Full
1067,89.0,54.0,1000.0,1605.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,17.0,1.0,1.0,1.0,9000.0,0,5.0,36.0,Full
1068,118.0,33.0,1000.0,1103.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,20.0,3.0,0.0,1.0,6000.0,0,15.0,15.0,Full
1069,37.0,54.0,500.0,1398.0,,Bachelor,Vehicle Theft,Major Loss,Ambulance,19.0,1.0,1.0,1.0,8000.0,0,15.0,38.0,Full
1070,52.0,58.0,500.0,925.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,17.0,3.0,1.0,1.0,7000.0,0,13.0,41.0,Full
1071,50.0,54.0,1000.0,1561.0,,Masters,Parked Car,Minor Loss,,9.0,1.0,1.0,0.0,5000.0,0,4.0,37.0,Full
1072,36.0,35.0,2000.0,1195.0,,Bachelor,Single Vehicle Collision,Total Loss,,5.0,1.0,0.0,0.0,4000.0,1,18.0,18.0,Full
1073,66.0,62.0,1000.0,1447.0,,Bachelor,Parked Car,Total Loss,,20.0,1.0,1.0,1.0,8000.0,0,20.0,45.0,Full
1074,79.0,61.0,500.0,1629.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,9.0,1.0,1.0,1.0,8000.0,0,10.0,42.0,Full
1075,6.0,45.0,2000.0,1586.0,,MD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,1.0,4000.0,0,13.0,23.0,Full
1076,116.0,59.0,1000.0,1469.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,12.0,4.0,1.0,1.0,2000.0,0,10.0,40.0,Full
1077,62.0,63.0,500.0,962.0,,Bachelor,Multi-vehicle Collision,Total Loss,,14.0,2.0,1.0,0.0,10000.0,0,5.0,41.0,Full
1078,73.0,35.0,1000.0,1661.0,,High School,Multi-vehicle Collision,Minor Loss,Other,2.0,2.0,1.0,1.0,8000.0,0,5.0,17.0,Full
1079,38.0,57.0,500.0,962.0,,Masters,Multi-vehicle Collision,Major Loss,Police,15.0,3.0,1.0,1.0,4000.0,0,6.0,38.0,Full
1080,42.0,61.0,1000.0,913.0,,MD,Multi-vehicle Collision,Total Loss,Ambulance,13.0,3.0,1.0,1.0,2000.0,0,4.0,45.0,Full
1081,100.0,45.0,500.0,1617.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,1.0,3.0,1.0,0.0,6000.0,0,18.0,23.0,Full
1082,68.0,38.0,1000.0,1184.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,0.0,1.0,8000.0,0,17.0,19.0,Full
1083,67.0,37.0,1000.0,1483.0,,College,Multi-vehicle Collision,Major Loss,Ambulance,5.0,4.0,0.0,0.0,1000.0,1,9.0,16.0,Full
1084,108.0,38.0,500.0,1543.0,,Bachelor,Single Vehicle Collision,Major Loss,Police,23.0,1.0,0.0,1.0,9000.0,0,7.0,18.0,Full
1085,63.0,63.0,500.0,1603.0,,Masters,Single Vehicle Collision,Minor Loss,Other,14.0,1.0,1.0,1.0,3000.0,1,19.0,46.0,Full
1086,83.0,49.0,1000.0,880.0,,College,Multi-vehicle Collision,Minor Loss,Police,7.0,3.0,1.0,0.0,1000.0,0,4.0,31.0,Full
1087,80.0,53.0,2000.0,1553.0,,PhD,Single Vehicle Collision,Major Loss,Ambulance,19.0,1.0,1.0,1.0,2000.0,0,11.0,33.0,Full
1088,47.0,26.0,500.0,1573.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,1.0,1.0,5000.0,0,1.0,7.0,Full
1089,23.0,55.0,1000.0,1592.0,,High School,Single Vehicle Collision,Total Loss,,3.0,1.0,1.0,1.0,9000.0,0,4.0,35.0,Full
1090,78.0,64.0,500.0,978.0,,High School,Parked Car,Major Loss,Ambulance,18.0,1.0,1.0,1.0,8000.0,0,12.0,42.0,Full
1091,30.0,50.0,1000.0,1114.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,2.0,3.0,1.0,1.0,7000.0,0,13.0,30.0,Full
1092,97.0,28.0,2000.0,1562.0,,High School,Single Vehicle Collision,Minor Loss,Other,17.0,1.0,1.0,1.0,10000.0,0,11.0,8.0,Full
1093,25.0,31.0,500.0,1456.0,,Bachelor,Multi-vehicle Collision,Major Loss,Other,10.0,3.0,0.0,1.0,2000.0,0,18.0,12.0,Full
1094,116.0,60.0,1000.0,887.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,10.0,1.0,1.0,1.0,5000.0,0,20.0,40.0,Full
1095,115.0,61.0,2000.0,1226.0,,Bachelor,Multi-vehicle Collision,Major Loss,,3.0,3.0,1.0,1.0,7000.0,0,15.0,41.0,Full
1096,86.0,53.0,500.0,966.0,,College,Multi-vehicle Collision,Minor Loss,,1.0,3.0,0.0,1.0,3000.0,0,9.0,33.0,Full
1097,31.0,43.0,500.0,1328.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,20.0,1.0,1.0,1.0,2000.0,0,17.0,27.0,Full
1098,67.0,52.0,2000.0,885.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,23.0,3.0,1.0,1.0,1000.0,0,2.0,30.0,Full
1099,35.0,55.0,2000.0,1025.0,,High School,Vehicle Theft,Minor Loss,Police,17.0,1.0,1.0,1.0,6000.0,0,14.0,35.0,Full
1100,60.0,63.0,2000.0,1560.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,6.0,3.0,1.0,1.0,2000.0,0,10.0,44.0,Full
1101,99.0,45.0,2000.0,1265.0,,,Single Vehicle Collision,Minor Loss,Police,11.0,1.0,1.0,1.0,4000.0,1,3.0,27.0,Full
1102,42.0,61.0,1000.0,1594.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,2.0,1.0,1.0,6000.0,0,20.0,40.0,Full
1103,52.0,28.0,1000.0,1603.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,19.0,1.0,0.0,0.0,5000.0,0,6.0,7.0,Full
1104,94.0,40.0,1000.0,1017.0,,High School,Parked Car,Total Loss,Other,17.0,1.0,1.0,0.0,2000.0,0,12.0,19.0,Full
1105,83.0,47.0,2000.0,1181.0,,High School,Multi-vehicle Collision,Major Loss,Other,9.0,3.0,1.0,1.0,10000.0,0,18.0,31.0,Full
1106,109.0,40.0,1000.0,1591.0,,Masters,Single Vehicle Collision,Total Loss,Police,9.0,1.0,1.0,1.0,10000.0,0,10.0,23.0,Full
