timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
229.0,37.0,1000.0,1332.0,1.0,Masters,Single Vehicle Collision,Total Loss,Other,17.0,1.0,0.0,1.0,54560.0,-0.0,11.0,16.0,Full
140.0,31.0,2000.0,1555.0,1.0,JD,Parked Car,Minor Damage,,2.0,1.0,1.0,-0.0,6120.0,1.0,13.0,13.0,Full
86.0,29.0,2000.0,1409.0,0.0,High School,Single Vehicle Collision,Minor Damage,Police,0.0,1.0,2.0,1.0,62920.0,-0.0,10.0,12.0,Full
243.0,44.0,500.0,809.0,-0.0,JD,Multi-vehicle Collision,Minor Damage,Other,4.0,3.0,2.0,1.0,51400.0,0.0,19.0,27.0,Full
289.0,49.0,2000.0,1222.0,1.0,JD,Parked Car,Minor Damage,,16.0,1.0,1.0,1.0,5330.0,-0.0,14.0,30.0,Full
112.0,32.0,1000.0,1239.0,-0.0,Associate,Parked Car,Trivial Damage,,4.0,1.0,-0.0,0.0,5060.0,-0.0,3.0,15.0,Full
164.0,38.0,2000.0,1270.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Fire,4.0,1.0,1.0,1.0,90000.0,0.0,-0.0,17.0,Full
230.0,44.0,2000.0,1009.0,1.0,College,Single Vehicle Collision,Total Loss,Fire,19.0,1.0,0.0,1.0,74140.0,0.0,0.0,25.0,Full
330.0,47.0,2000.0,1133.0,1.0,High School,Multi-vehicle Collision,Total Loss,Other,20.0,2.0,-0.0,1.0,60500.0,1.0,16.0,26.0,Full
143.0,30.0,500.0,1392.0,1.0,High School,Single Vehicle Collision,Minor Damage,Fire,16.0,1.0,2.0,1.0,54300.0,-0.0,5.0,13.0,Full
235.0,42.0,500.0,1073.0,1.0,Masters,Multi-vehicle Collision,Total Loss,Other,7.0,4.0,2.0,1.0,69100.0,-0.0,9.0,24.0,Full
148.0,36.0,1000.0,1236.0,1.0,MD,Single Vehicle Collision,Total Loss,Police,0.0,1.0,2.0,-0.0,61050.0,-0.0,6.0,16.0,Full
120.0,35.0,1000.0,1426.0,1.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,22.0,3.0,2.0,0.0,51210.0,-0.0,5.0,16.0,Full
257.0,43.0,1000.0,975.0,1.0,JD,Single Vehicle Collision,Total Loss,Police,-0.0,1.0,0.0,1.0,85320.0,0.0,9.0,22.0,Full
371.0,51.0,1000.0,1532.0,1.0,Associate,Single Vehicle Collision,Major Damage,Fire,7.0,1.0,-0.0,1.0,75400.0,1.0,3.0,32.0,Full
440.0,61.0,500.0,1051.0,-0.0,PhD,Single Vehicle Collision,Major Damage,Fire,21.0,1.0,2.0,-0.0,53640.0,1.0,11.0,39.0,Full
392.0,50.0,2000.0,1109.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Other,4.0,1.0,2.0,1.0,108030.0,-0.0,13.0,30.0,Full
236.0,38.0,1000.0,802.0,1.0,College,Single Vehicle Collision,Major Damage,Ambulance,16.0,1.0,-0.0,-0.0,66840.0,0.0,1.0,19.0,Full
25.0,38.0,1000.0,1541.0,0.0,College,Vehicle Theft,Trivial Damage,,-0.0,1.0,1.0,1.0,4320.0,0.0,20.0,16.0,Full
260.0,46.0,2000.0,1483.0,-0.0,MD,Single Vehicle Collision,Minor Damage,Fire,7.0,1.0,0.0,0.0,64080.0,0.0,10.0,26.0,Full
338.0,47.0,500.0,1143.0,0.0,MD,Single Vehicle Collision,Total Loss,Other,4.0,1.0,2.0,-0.0,58560.0,0.0,13.0,29.0,Full
247.0,39.0,500.0,1558.0,1.0,Masters,Vehicle Theft,Trivial Damage,Police,5.0,1.0,1.0,0.0,7700.0,0.0,15.0,22.0,Full
151.0,36.0,2000.0,871.0,1.0,MD,Multi-vehicle Collision,Minor Damage,Police,12.0,3.0,1.0,-0.0,62920.0,-0.0,15.0,15.0,Full
87.0,31.0,1000.0,1074.0,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,16.0,3.0,0.0,1.0,60940.0,1.0,9.0,15.0,Full
234.0,43.0,500.0,1257.0,0.0,Associate,Single Vehicle Collision,Major Damage,Police,4.0,1.0,2.0,1.0,51600.0,0.0,4.0,25.0,Full
335.0,48.0,2000.0,1018.0,1.0,MD,Multi-vehicle Collision,Total Loss,Police,21.0,3.0,-0.0,1.0,35860.0,1.0,10.0,30.0,Full
169.0,37.0,1000.0,936.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,2.0,1.0,57900.0,-0.0,10.0,16.0,Full
195.0,36.0,2000.0,1346.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Fire,14.0,3.0,2.0,1.0,68970.0,-0.0,8.0,17.0,Full
260.0,43.0,500.0,982.0,1.0,JD,Single Vehicle Collision,Total Loss,Fire,18.0,1.0,1.0,0.0,75400.0,-0.0,4.0,25.0,Full
298.0,47.0,2000.0,1338.0,1.0,PhD,Single Vehicle Collision,Major Damage,Fire,1.0,1.0,-0.0,-0.0,70590.0,1.0,15.0,28.0,Full
154.0,34.0,500.0,795.0,0.0,PhD,Multi-vehicle Collision,Major Damage,Police,15.0,3.0,2.0,0.0,69480.0,1.0,1.0,12.0,Full
427.0,60.0,1000.0,1179.0,0.0,MD,Single Vehicle Collision,Major Damage,Ambulance,23.0,1.0,1.0,1.0,90860.0,1.0,11.0,40.0,Full
411.0,56.0,1000.0,1595.0,1.0,College,Multi-vehicle Collision,Major Damage,Ambulance,23.0,3.0,0.0,-0.0,38610.0,0.0,8.0,40.0,Full
283.0,41.0,500.0,1195.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Other,13.0,3.0,0.0,-0.0,42700.0,1.0,4.0,24.0,Full
196.0,39.0,2000.0,1476.0,1.0,High School,Multi-vehicle Collision,Major Damage,Police,8.0,3.0,2.0,0.0,60400.0,-0.0,1.0,23.0,Full
257.0,43.0,2000.0,1322.0,0.0,High School,Parked Car,Minor Damage,Police,4.0,1.0,1.0,1.0,9020.0,-0.0,10.0,23.0,Full
256.0,42.0,1000.0,1286.0,1.0,MD,Single Vehicle Collision,Minor Damage,Police,14.0,1.0,2.0,0.0,75500.0,-0.0,17.0,25.0,Full
215.0,38.0,500.0,1406.0,1.0,PhD,Single Vehicle Collision,Total Loss,Police,10.0,1.0,-0.0,0.0,70700.0,0.0,7.0,20.0,Full
182.0,40.0,1000.0,1022.0,-0.0,PhD,Single Vehicle Collision,Total Loss,Other,13.0,1.0,-0.0,-0.0,71100.0,0.0,7.0,19.0,Full
237.0,43.0,500.0,912.0,1.0,PhD,Single Vehicle Collision,Major Damage,Police,23.0,1.0,-0.0,0.0,59200.0,0.0,17.0,25.0,Full
33.0,32.0,500.0,1403.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Ambulance,2.0,1.0,-0.0,0.0,56070.0,0.0,3.0,11.0,Full
190.0,40.0,2000.0,965.0,1.0,JD,Parked Car,Trivial Damage,,10.0,1.0,2.0,1.0,6300.0,-0.0,14.0,24.0,Full
26.0,39.0,1000.0,771.0,-0.0,Masters,Single Vehicle Collision,Major Damage,Police,0.0,1.0,-0.0,-0.0,49800.0,-0.0,-0.0,22.0,Full
284.0,48.0,1000.0,1169.0,1.0,JD,Single Vehicle Collision,Total Loss,Other,11.0,1.0,-0.0,1.0,35750.0,-0.0,14.0,31.0,Full
1.0,33.0,500.0,903.0,1.0,High School,Multi-vehicle Collision,Minor Damage,Police,1.0,3.0,1.0,0.0,31700.0,0.0,9.0,14.0,Full
75.0,27.0,1000.0,1203.0,-0.0,High School,Multi-vehicle Collision,Minor Damage,Police,23.0,3.0,0.0,1.0,79560.0,-0.0,12.0,11.0,Full
1.0,29.0,500.0,855.0,1.0,JD,Single Vehicle Collision,Minor Damage,Police,15.0,1.0,2.0,1.0,86790.0,-0.0,12.0,8.0,Full
148.0,30.0,500.0,1471.0,1.0,Masters,Multi-vehicle Collision,Minor Damage,Police,4.0,3.0,2.0,-0.0,32480.0,0.0,18.0,13.0,Full
258.0,46.0,1000.0,1110.0,-0.0,MD,Multi-vehicle Collision,Total Loss,Other,14.0,3.0,-0.0,-0.0,47700.0,1.0,18.0,26.0,Full
107.0,26.0,500.0,975.0,1.0,JD,Multi-vehicle Collision,Minor Damage,Ambulance,14.0,3.0,1.0,0.0,59700.0,-0.0,13.0,7.0,Full
415.0,52.0,1000.0,974.0,-0.0,PhD,Multi-vehicle Collision,Total Loss,Police,15.0,2.0,1.0,1.0,51090.0,0.0,12.0,31.0,Full
155.0,34.0,500.0,1707.0,0.0,Masters,Single Vehicle Collision,Minor Damage,Ambulance,1.0,1.0,1.0,1.0,77040.0,-0.0,17.0,15.0,Full
90.0,31.0,2000.0,951.0,1.0,PhD,Single Vehicle Collision,Total Loss,Other,2.0,1.0,1.0,1.0,75790.0,0.0,8.0,14.0,Full
56.0,29.0,1000.0,1523.0,-0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,10.0,3.0,1.0,1.0,94560.0,-0.0,20.0,11.0,Full
72.0,29.0,500.0,974.0,1.0,Associate,Single Vehicle Collision,Major Damage,Ambulance,9.0,1.0,1.0,-0.0,66200.0,0.0,2.0,13.0,Full
192.0,40.0,1000.0,1406.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Ambulance,18.0,3.0,1.0,1.0,42930.0,-0.0,10.0,18.0,Full
109.0,29.0,2000.0,1007.0,1.0,High School,Multi-vehicle Collision,Minor Damage,Police,17.0,3.0,1.0,1.0,91080.0,0.0,20.0,9.0,Full
246.0,45.0,1000.0,1665.0,0.0,JD,Multi-vehicle Collision,Major Damage,Fire,9.0,3.0,2.0,-0.0,53280.0,1.0,9.0,25.0,Full
123.0,34.0,2000.0,1270.0,1.0,College,Multi-vehicle Collision,Total Loss,Fire,13.0,3.0,1.0,0.0,55260.0,-0.0,15.0,12.0,Full
465.0,63.0,500.0,1007.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Other,7.0,1.0,-0.0,-0.0,43560.0,-0.0,-0.0,43.0,Full
13.0,21.0,1000.0,1556.0,0.0,Associate,Multi-vehicle Collision,Total Loss,Police,19.0,3.0,2.0,1.0,94930.0,-0.0,1.0,4.0,P2
38.0,28.0,1000.0,1019.0,0.0,Masters,Vehicle Theft,Trivial Damage,,17.0,1.0,2.0,0.0,7200.0,0.0,11.0,7.0,Full
399.0,55.0,2000.0,996.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Police,23.0,3.0,1.0,1.0,88400.0,-0.0,5.0,38.0,Full
294.0,49.0,500.0,1135.0,0.0,Masters,Multi-vehicle Collision,Total Loss,Police,23.0,3.0,1.0,1.0,42900.0,-0.0,5.0,27.0,Full
105.0,28.0,500.0,1082.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Fire,12.0,3.0,2.0,-0.0,60500.0,-0.0,20.0,11.0,Full
244.0,40.0,500.0,1343.0,1.0,MD,Vehicle Theft,Trivial Damage,Police,2.0,1.0,1.0,1.0,5940.0,0.0,1.0,21.0,Full
209.0,39.0,500.0,1265.0,0.0,PhD,Single Vehicle Collision,Minor Damage,Fire,22.0,1.0,1.0,-0.0,37800.0,0.0,20.0,20.0,Full
144.0,36.0,2000.0,1256.0,1.0,Associate,Parked Car,Minor Damage,,7.0,1.0,-0.0,-0.0,7400.0,-0.0,1.0,16.0,Full
65.0,27.0,1000.0,1165.0,1.0,College,Single Vehicle Collision,Total Loss,Ambulance,17.0,1.0,1.0,1.0,42840.0,0.0,11.0,7.0,Full
344.0,51.0,1000.0,960.0,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,18.0,3.0,2.0,1.0,75400.0,1.0,9.0,32.0,Full
110.0,33.0,1000.0,1183.0,-0.0,Associate,Single Vehicle Collision,Major Damage,Ambulance,19.0,1.0,2.0,-0.0,55200.0,1.0,-0.0,12.0,Full
230.0,44.0,2000.0,1009.0,1.0,College,Single Vehicle Collision,Total Loss,Fire,19.0,1.0,0.0,1.0,74140.0,-0.0,0.0,25.0,Full
339.0,48.0,500.0,1699.0,0.0,JD,Multi-vehicle Collision,Total Loss,Fire,18.0,3.0,2.0,-0.0,51840.0,-0.0,14.0,31.0,Full
88.0,30.0,1000.0,1438.0,1.0,College,Single Vehicle Collision,Total Loss,Fire,3.0,1.0,2.0,1.0,56000.0,0.0,12.0,14.0,Full
435.0,58.0,2000.0,1146.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Other,19.0,3.0,1.0,1.0,41490.0,0.0,11.0,36.0,Full
19.0,29.0,500.0,1304.0,0.0,JD,Multi-vehicle Collision,Total Loss,Ambulance,6.0,3.0,0.0,0.0,75400.0,1.0,10.0,9.0,Full
189.0,36.0,2000.0,1389.0,1.0,MD,Multi-vehicle Collision,Major Damage,Police,17.0,3.0,1.0,1.0,79560.0,0.0,6.0,14.0,Full
3.0,29.0,500.0,996.0,1.0,JD,Parked Car,Trivial Damage,Police,3.0,1.0,2.0,0.0,5000.0,1.0,7.0,10.0,Full
244.0,40.0,2000.0,1305.0,-0.0,Masters,Multi-vehicle Collision,Minor Damage,Police,5.0,3.0,1.0,-0.0,61490.0,-0.0,14.0,21.0,Full
254.0,40.0,500.0,1928.0,-0.0,MD,Single Vehicle Collision,Minor Damage,Fire,10.0,1.0,-0.0,0.0,43280.0,1.0,19.0,22.0,Full
10.0,26.0,2000.0,766.0,-0.0,MD,Multi-vehicle Collision,Major Damage,Ambulance,3.0,3.0,-0.0,-0.0,31350.0,1.0,14.0,10.0,Full
298.0,49.0,500.0,863.0,-0.0,MD,Multi-vehicle Collision,Major Damage,Other,16.0,3.0,-0.0,-0.0,69480.0,-0.0,8.0,27.0,Full
478.0,64.0,500.0,835.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Fire,17.0,3.0,1.0,-0.0,33930.0,-0.0,17.0,46.0,Full
222.0,38.0,2000.0,1158.0,-0.0,MD,Single Vehicle Collision,Total Loss,Police,20.0,1.0,2.0,1.0,60480.0,-0.0,14.0,21.0,Full
435.0,60.0,500.0,1064.0,0.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,23.0,1.0,2.0,-0.0,62880.0,1.0,8.0,42.0,Full
219.0,43.0,1000.0,1114.0,1.0,High School,Single Vehicle Collision,Major Damage,Ambulance,1.0,1.0,2.0,1.0,66660.0,-0.0,9.0,21.0,Full
261.0,45.0,1000.0,1254.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Fire,16.0,1.0,0.0,0.0,62590.0,0.0,12.0,23.0,Full
241.0,39.0,2000.0,1042.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Ambulance,21.0,3.0,1.0,0.0,19080.0,-0.0,20.0,20.0,Full
289.0,47.0,2000.0,1102.0,1.0,Associate,Single Vehicle Collision,Minor Damage,Ambulance,15.0,1.0,1.0,1.0,54000.0,-0.0,19.0,28.0,Full
284.0,43.0,500.0,1124.0,-0.0,PhD,Multi-vehicle Collision,Total Loss,Fire,12.0,3.0,0.0,1.0,36960.0,-0.0,8.0,21.0,Full
228.0,39.0,500.0,1389.0,1.0,JD,Single Vehicle Collision,Minor Damage,Other,10.0,1.0,1.0,1.0,59490.0,-0.0,20.0,19.0,Full
13.0,21.0,1000.0,1556.0,-0.0,Associate,Multi-vehicle Collision,Total Loss,Police,19.0,3.0,2.0,1.0,94930.0,0.0,1.0,4.0,P2
250.0,43.0,1000.0,1244.0,1.0,JD,Single Vehicle Collision,Minor Damage,Other,22.0,1.0,1.0,-0.0,64900.0,-0.0,4.0,21.0,Full
58.0,23.0,2000.0,1471.0,-0.0,High School,Single Vehicle Collision,Major Damage,Fire,8.0,1.0,2.0,0.0,50380.0,1.0,8.0,7.0,Full
56.0,42.0,500.0,1339.0,1.0,Associate,Single Vehicle Collision,Total Loss,Other,13.0,1.0,1.0,1.0,61490.0,-0.0,17.0,23.0,Full
147.0,34.0,1000.0,1276.0,-0.0,High School,Single Vehicle Collision,Minor Damage,Fire,13.0,1.0,2.0,0.0,101010.0,0.0,17.0,13.0,Full
325.0,47.0,1000.0,1690.0,1.0,Associate,Single Vehicle Collision,Major Damage,Fire,11.0,1.0,0.0,-0.0,72930.0,1.0,9.0,31.0,Full
153.0,34.0,500.0,991.0,0.0,High School,Multi-vehicle Collision,Total Loss,Other,0.0,3.0,1.0,0.0,77770.0,-0.0,15.0,16.0,Full
194.0,41.0,500.0,1204.0,-0.0,JD,Multi-vehicle Collision,Minor Damage,Police,17.0,3.0,-0.0,0.0,95900.0,0.0,16.0,19.0,Full
91.0,26.0,1000.0,1022.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Other,15.0,3.0,0.0,0.0,74200.0,-0.0,19.0,6.0,Full
20.0,37.0,500.0,1482.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,2.0,0.0,60750.0,0.0,12.0,18.0,Full
164.0,31.0,500.0,1115.0,1.0,Associate,Vehicle Theft,Trivial Damage,Police,5.0,1.0,1.0,0.0,4320.0,-0.0,13.0,14.0,Full
194.0,34.0,1000.0,1193.0,-0.0,JD,Single Vehicle Collision,Total Loss,Ambulance,11.0,1.0,2.0,1.0,58800.0,0.0,18.0,15.0,Full
31.0,32.0,2000.0,1263.0,1.0,JD,Single Vehicle Collision,Major Damage,Fire,10.0,1.0,2.0,-0.0,63600.0,1.0,18.0,14.0,Full
162.0,35.0,2000.0,1125.0,1.0,Masters,Single Vehicle Collision,Major Damage,Police,14.0,1.0,-0.0,1.0,54340.0,0.0,14.0,15.0,Full
344.0,51.0,1000.0,960.0,1.0,Masters,Multi-vehicle Collision,Major Damage,Fire,18.0,3.0,2.0,1.0,75400.0,1.0,9.0,32.0,Full
370.0,55.0,2000.0,972.0,-0.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,20.0,3.0,0.0,1.0,71520.0,1.0,15.0,38.0,Full
266.0,42.0,500.0,1094.0,0.0,Associate,Multi-vehicle Collision,Major Damage,Ambulance,18.0,3.0,1.0,0.0,53280.0,1.0,0.0,21.0,Full
95.0,28.0,1000.0,774.0,-0.0,Associate,Vehicle Theft,Trivial Damage,,3.0,1.0,1.0,-0.0,3200.0,0.0,1.0,12.0,Full
246.0,44.0,1000.0,1397.0,-0.0,High School,Single Vehicle Collision,Minor Damage,Other,6.0,1.0,1.0,-0.0,61740.0,-0.0,18.0,28.0,Full
41.0,25.0,1000.0,1004.0,-0.0,Masters,Multi-vehicle Collision,Major Damage,Fire,13.0,3.0,1.0,0.0,48000.0,-0.0,20.0,3.0,P2
95.0,32.0,2000.0,1357.0,0.0,Masters,Multi-vehicle Collision,Total Loss,Police,21.0,3.0,-0.0,1.0,83160.0,0.0,12.0,15.0,Full
235.0,40.0,500.0,1399.0,0.0,College,Single Vehicle Collision,Minor Damage,Ambulance,11.0,1.0,1.0,-0.0,68300.0,-0.0,12.0,21.0,Full
126.0,30.0,2000.0,1172.0,1.0,Associate,Single Vehicle Collision,Minor Damage,Other,23.0,1.0,2.0,0.0,48730.0,-0.0,4.0,14.0,Full
439.0,56.0,500.0,1281.0,0.0,High School,Single Vehicle Collision,Minor Damage,Ambulance,9.0,1.0,2.0,0.0,50000.0,-0.0,6.0,40.0,Full
419.0,53.0,2000.0,736.0,0.0,College,Multi-vehicle Collision,Minor Damage,Police,17.0,4.0,-0.0,1.0,62280.0,-0.0,3.0,37.0,Full
57.0,25.0,2000.0,1143.0,1.0,Masters,Multi-vehicle Collision,Total Loss,Ambulance,-0.0,3.0,0.0,1.0,72900.0,-0.0,5.0,9.0,Full
371.0,54.0,2000.0,1318.0,0.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,18.0,3.0,1.0,-0.0,32280.0,1.0,5.0,34.0,Full
399.0,55.0,2000.0,996.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Police,23.0,3.0,1.0,1.0,88400.0,0.0,5.0,38.0,Full
61.0,23.0,500.0,1112.0,-0.0,JD,Single Vehicle Collision,Major Damage,Fire,6.0,1.0,1.0,0.0,41850.0,0.0,18.0,2.0,P1
140.0,31.0,500.0,709.0,0.0,High School,Single Vehicle Collision,Total Loss,Police,9.0,1.0,-0.0,1.0,77880.0,0.0,-0.0,9.0,Full
108.0,31.0,2000.0,1176.0,0.0,Masters,Single Vehicle Collision,Total Loss,Fire,14.0,1.0,-0.0,-0.0,57330.0,0.0,9.0,10.0,Full
8.0,31.0,500.0,1229.0,1.0,MD,Multi-vehicle Collision,Major Damage,Fire,2.0,3.0,-0.0,1.0,48100.0,0.0,1.0,15.0,Full
271.0,44.0,500.0,1341.0,1.0,High School,Single Vehicle Collision,Minor Damage,Other,16.0,1.0,2.0,-0.0,76230.0,1.0,18.0,26.0,Full
138.0,30.0,500.0,1093.0,1.0,PhD,Single Vehicle Collision,Major Damage,Other,0.0,1.0,2.0,0.0,83160.0,-0.0,4.0,11.0,Full
194.0,35.0,500.0,1416.0,1.0,MD,Parked Car,Minor Damage,,7.0,1.0,1.0,-0.0,5940.0,-0.0,12.0,17.0,Full
27.0,32.0,500.0,1008.0,1.0,PhD,Single Vehicle Collision,Total Loss,Ambulance,11.0,1.0,1.0,-0.0,61500.0,-0.0,2.0,10.0,Full
339.0,48.0,500.0,1699.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Fire,18.0,3.0,2.0,-0.0,51840.0,0.0,14.0,31.0,Full
406.0,58.0,2000.0,1117.0,0.0,MD,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,1.0,-0.0,65520.0,-0.0,6.0,37.0,Full
289.0,47.0,2000.0,1102.0,1.0,Associate,Single Vehicle Collision,Minor Damage,Ambulance,15.0,1.0,1.0,1.0,54000.0,0.0,19.0,28.0,Full
48.0,35.0,500.0,1090.0,1.0,JD,Single Vehicle Collision,Major Damage,Ambulance,1.0,1.0,-0.0,0.0,48400.0,0.0,10.0,19.0,Full
27.0,27.0,2000.0,1119.0,1.0,College,Single Vehicle Collision,Total Loss,Fire,23.0,1.0,1.0,0.0,61560.0,-0.0,7.0,9.0,Full
320.0,48.0,2000.0,1730.0,0.0,College,Multi-vehicle Collision,Minor Damage,Fire,13.0,3.0,2.0,0.0,56160.0,0.0,20.0,30.0,Full
73.0,30.0,500.0,803.0,1.0,High School,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,0.0,1.0,57000.0,-0.0,2.0,12.0,Full
169.0,36.0,500.0,1616.0,0.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,-0.0,3.0,2.0,-0.0,77440.0,-0.0,11.0,18.0,Full
284.0,48.0,1000.0,1169.0,1.0,JD,Single Vehicle Collision,Total Loss,Other,11.0,1.0,0.0,1.0,35750.0,0.0,14.0,31.0,Full
87.0,27.0,500.0,1048.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Police,2.0,1.0,2.0,1.0,34650.0,-0.0,19.0,7.0,Full
179.0,32.0,2000.0,1247.0,1.0,PhD,Single Vehicle Collision,Minor Damage,Fire,10.0,1.0,0.0,0.0,53100.0,-0.0,9.0,12.0,Full
225.0,37.0,1000.0,1218.0,1.0,High School,Multi-vehicle Collision,Minor Damage,Fire,19.0,3.0,2.0,-0.0,57600.0,0.0,-0.0,16.0,Full
315.0,44.0,1000.0,974.0,1.0,Masters,Multi-vehicle Collision,Total Loss,Other,12.0,3.0,1.0,1.0,26730.0,0.0,9.0,22.0,Full
216.0,38.0,1000.0,1385.0,1.0,Associate,Single Vehicle Collision,Total Loss,Police,16.0,1.0,2.0,-0.0,66600.0,1.0,3.0,17.0,Full
247.0,39.0,500.0,1558.0,1.0,Masters,Vehicle Theft,Trivial Damage,Police,5.0,1.0,1.0,-0.0,7700.0,-0.0,15.0,22.0,Full
145.0,37.0,2000.0,1434.0,1.0,Associate,Single Vehicle Collision,Major Damage,Other,13.0,1.0,2.0,0.0,55110.0,0.0,13.0,21.0,Full
293.0,45.0,1000.0,1119.0,1.0,MD,Multi-vehicle Collision,Total Loss,Fire,13.0,3.0,1.0,0.0,51210.0,0.0,0.0,24.0,Full
290.0,45.0,1000.0,1311.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Ambulance,23.0,3.0,-0.0,1.0,52650.0,1.0,14.0,28.0,Full
155.0,35.0,1000.0,1088.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Police,16.0,3.0,2.0,0.0,29790.0,-0.0,7.0,19.0,Full
406.0,58.0,2000.0,1117.0,0.0,MD,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,1.0,0.0,65520.0,0.0,6.0,37.0,Full
112.0,32.0,1000.0,1239.0,-0.0,Associate,Parked Car,Trivial Damage,,4.0,1.0,-0.0,0.0,5060.0,-0.0,3.0,15.0,Full
101.0,27.0,1000.0,433.0,0.0,Masters,Parked Car,Minor Damage,,7.0,1.0,0.0,0.0,5900.0,-0.0,6.0,9.0,Full
164.0,31.0,500.0,1115.0,1.0,Associate,Vehicle Theft,Trivial Damage,Police,5.0,1.0,1.0,-0.0,4320.0,0.0,13.0,14.0,Full
107.0,31.0,2000.0,1019.0,0.0,Associate,Multi-vehicle Collision,Total Loss,Police,21.0,3.0,1.0,0.0,93730.0,-0.0,14.0,10.0,Full
39.0,31.0,2000.0,1367.0,1.0,High School,Multi-vehicle Collision,Major Damage,Fire,14.0,3.0,1.0,-0.0,52700.0,1.0,1.0,10.0,Full
94.0,32.0,1000.0,1415.0,1.0,Masters,Parked Car,Minor Damage,,19.0,1.0,1.0,-0.0,2400.0,0.0,1.0,12.0,Full
271.0,44.0,500.0,1341.0,1.0,High School,Single Vehicle Collision,Minor Damage,Other,16.0,1.0,2.0,0.0,76230.0,1.0,18.0,26.0,Full
313.0,50.0,2000.0,1256.0,0.0,MD,Multi-vehicle Collision,Major Damage,Other,18.0,3.0,2.0,1.0,69000.0,1.0,20.0,31.0,Full
199.0,38.0,1000.0,1281.0,1.0,High School,Single Vehicle Collision,Major Damage,Police,6.0,1.0,0.0,0.0,44440.0,1.0,8.0,18.0,Full
446.0,57.0,2000.0,1373.0,0.0,College,Multi-vehicle Collision,Total Loss,Police,10.0,3.0,-0.0,-0.0,62800.0,0.0,3.0,36.0,Full
247.0,44.0,2000.0,1102.0,1.0,College,Multi-vehicle Collision,Minor Damage,Fire,22.0,3.0,2.0,-0.0,69480.0,-0.0,7.0,25.0,Full
256.0,41.0,2000.0,1416.0,1.0,PhD,Single Vehicle Collision,Major Damage,Police,5.0,1.0,1.0,-0.0,63400.0,1.0,1.0,22.0,Full
149.0,37.0,500.0,1416.0,-0.0,PhD,Single Vehicle Collision,Total Loss,Fire,17.0,1.0,0.0,1.0,64800.0,0.0,16.0,18.0,Full
196.0,36.0,2000.0,1463.0,0.0,MD,Vehicle Theft,Trivial Damage,Police,3.0,1.0,1.0,0.0,5300.0,1.0,14.0,17.0,Full
103.0,33.0,1000.0,970.0,0.0,MD,Single Vehicle Collision,Minor Damage,Ambulance,21.0,1.0,1.0,1.0,76920.0,-0.0,13.0,14.0,Full
163.0,36.0,1000.0,1503.0,-0.0,MD,Single Vehicle Collision,Total Loss,Ambulance,1.0,1.0,2.0,-0.0,51390.0,0.0,2.0,20.0,Full
208.0,36.0,2000.0,1209.0,0.0,JD,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,-0.0,-0.0,62810.0,-0.0,16.0,17.0,Full
147.0,31.0,500.0,1055.0,1.0,PhD,Single Vehicle Collision,Major Damage,Other,4.0,1.0,0.0,-0.0,68240.0,1.0,2.0,9.0,Full
460.0,62.0,1000.0,1188.0,-0.0,JD,Multi-vehicle Collision,Minor Damage,Police,20.0,3.0,1.0,0.0,47160.0,-0.0,4.0,45.0,Full
